player_name,season,wk,Game_date,OPP,Result,AST,PDEF
Jonathan Allen,Regular Season,16,12/27/2020,Panthers,L 13 - 20,2,0
Jonathan Allen,Regular Season,15,12/20/2020,Seahawks,L 15 - 20,2,0
Jonathan Allen,Regular Season,14,12/13/2020,49ers,W 23 - 15,0,0
Jonathan Allen,Regular Season,13,12/07/2020,Steelers,W 23 - 17,0,0
Jonathan Allen,Regular Season,12,11/26/2020,Cowboys,W 41 - 16,3,0
Jonathan Allen,Regular Season,11,11/22/2020,Bengals,W 20 - 9,3,0
Jonathan Allen,Regular Season,10,11/15/2020,Lions,L 27 - 30,1,0
Jonathan Allen,Regular Season,9,11/08/2020,Giants,L 20 - 23,2,0
Jonathan Allen,Regular Season,3,09/27/2020,Browns,L 20 - 34,3,0
Jonathan Allen,Regular Season,7,10/25/2020,Cowboys,W 25 - 3,0,0
Jonathan Allen,Regular Season,2,09/20/2020,Cardinals,L 15 - 30,1,0
Jonathan Allen,Regular Season,6,10/18/2020,Giants,L 19 - 20,0,0
Jonathan Allen,Regular Season,1,09/13/2020,Eagles,W 27 - 17,2,0
Jonathan Allen,Regular Season,5,10/11/2020,Rams,L 10 - 30,3,0
Jonathan Allen,Regular Season,4,10/04/2020,Ravens,L 17 - 31,2,0
Jonathan Allen,Post Season,1,01/10/2021,Buccaneers,L 23 - 31,1,0
Josh Allen,Regular Season,17,01/03/2021,Dolphins,W 56 - 26,224,1
Josh Allen,Regular Season,16,12/29/2020,Patriots,W 38 - 9,320,0
Josh Allen,Regular Season,15,12/19/2020,Broncos,W 48 - 19,359,0
Josh Allen,Regular Season,14,12/14/2020,Steelers,W 26 - 15,238,1
Josh Allen,Regular Season,13,12/08/2020,49ers,W 34 - 24,375,0
Josh Allen,Regular Season,12,11/29/2020,Chargers,W 27 - 17,157,1
Josh Allen,Regular Season,10,11/15/2020,Cardinals,L 30 - 32,284,2
Josh Allen,Regular Season,9,11/08/2020,Seahawks,W 44 - 34,415,0
Josh Allen,Regular Season,8,11/01/2020,Patriots,W 24 - 21,154,1
Josh Allen,Regular Season,3,09/27/2020,Rams,W 35 - 32,311,1
Josh Allen,Regular Season,7,10/25/2020,Jets,W 18 - 10,307,0
Josh Allen,Regular Season,2,09/20/2020,Dolphins,W 31 - 28,415,0
Josh Allen,Regular Season,6,10/19/2020,Chiefs,L 17 - 26,122,1
Josh Allen,Regular Season,1,09/13/2020,Jets,W 27 - 17,312,0
Josh Allen,Regular Season,5,10/13/2020,Titans,L 16 - 42,263,2
Josh Allen,Regular Season,4,10/04/2020,Raiders,W 30 - 23,288,0
Josh Allen,Post Season,2,01/17/2021,Ravens,W 17 - 3,206,0
Josh Allen,Post Season,1,01/09/2021,Colts,W 27 - 24,324,0
Josh Allen,Regular Season,11,11/22/2020,Steelers,L 3 - 27,,
Josh Allen,Regular Season,10,11/15/2020,Packers,L 20 - 24,0,0
Josh Allen,Regular Season,9,11/08/2020,Texans,L 25 - 27,3,0
Josh Allen,Regular Season,3,09/25/2020,Dolphins,L 13 - 31,0,0
Josh Allen,Regular Season,7,10/25/2020,Chargers,L 29 - 39,0,1
Josh Allen,Regular Season,2,09/20/2020,Titans,L 30 - 33,1,0
Josh Allen,Regular Season,6,10/18/2020,Lions,L 16 - 34,,
Josh Allen,Regular Season,5,10/11/2020,Texans,L 14 - 30,,
Josh Allen,Regular Season,4,10/04/2020,Bengals,L 25 - 33,0,0
Josh Allen,Regular Season,1,09/13/2020,Colts,W 27 - 20,2,0
Keenan Allen,Regular Season,16,12/27/2020,Broncos,W 19 - 16,,
Keenan Allen,Regular Season,15,12/18/2020,Raiders,W 30 - 27,17,1
Keenan Allen,Regular Season,14,12/13/2020,Falcons,W 20 - 17,5.8,
Keenan Allen,Regular Season,13,12/06/2020,Patriots,L 0 - 45,9.6,
Keenan Allen,Regular Season,12,11/29/2020,Bills,L 17 - 27,10,
Keenan Allen,Regular Season,11,11/22/2020,Jets,W 34 - 28,9.1,
Keenan Allen,Regular Season,10,11/15/2020,Dolphins,L 21 - 29,13,
Keenan Allen,Regular Season,9,11/08/2020,Raiders,L 26 - 31,11.4,
Keenan Allen,Regular Season,8,11/01/2020,Broncos,L 30 - 31,7.4,
Keenan Allen,Regular Season,3,09/27/2020,Panthers,L 16 - 21,10.2,
Keenan Allen,Regular Season,7,10/25/2020,Jaguars,W 39 - 29,12.5,
Keenan Allen,Regular Season,2,09/20/2020,Chiefs,L 20 - 23,13.7,
Keenan Allen,Regular Season,1,09/13/2020,Bengals,W 16 - 13,9.3,
Keenan Allen,Regular Season,5,10/13/2020,Saints,L 27 - 30,14.5,
Keenan Allen,Regular Season,4,10/04/2020,Buccaneers,L 31 - 38,7.8,
Zach Allen,Regular Season,17,01/03/2021,Rams,L 7 - 18,2,1
Zach Allen,Regular Season,16,12/26/2020,49ers,L 12 - 20,0,0
Zach Allen,Regular Season,15,12/20/2020,Eagles,W 33 - 26,5,1
Zach Allen,Regular Season,14,12/13/2020,Giants,W 26 - 7,2,1
Zach Allen,Regular Season,13,12/06/2020,Rams,L 28 - 38,,
Zach Allen,Regular Season,12,11/29/2020,Patriots,L 17 - 20,2,0
Zach Allen,Regular Season,3,09/27/2020,Lions,L 23 - 26,1,0
Zach Allen,Regular Season,7,10/26/2020,Seahawks,W 37 - 34,0,0
Zach Allen,Regular Season,2,09/20/2020,Football Team,W 30 - 15,0,0
Zach Allen,Regular Season,6,10/20/2020,Cowboys,W 38 - 10,,
Zach Allen,Regular Season,1,09/13/2020,49ers,W 24 - 20,0,0
Zach Allen,Regular Season,5,10/11/2020,Jets,W 30 - 10,0,0
Zach Allen,Regular Season,4,10/04/2020,Panthers,L 21 - 31,3,0
Marcus Allen,Regular Season,17,01/03/2021,Browns,L 22 - 24,,
Marcus Allen,Regular Season,16,12/27/2020,Colts,W 28 - 24,,
Marcus Allen,Regular Season,15,12/22/2020,Bengals,L 17 - 27,,
Marcus Allen,Regular Season,14,12/14/2020,Bills,L 15 - 26,,
Marcus Allen,Regular Season,13,12/07/2020,Football Team,L 17 - 23,,
Marcus Allen,Regular Season,12,12/02/2020,Ravens,W 19 - 14,,
Marcus Allen,Regular Season,11,11/22/2020,Jaguars,W 27 - 3,,
Marcus Allen,Regular Season,10,11/15/2020,Bengals,W 36 - 10,,
Marcus Allen,Regular Season,9,11/08/2020,Cowboys,W 24 - 19,,
Marcus Allen,Regular Season,8,11/01/2020,Ravens,W 28 - 24,,
Marcus Allen,Regular Season,7,10/25/2020,Titans,W 27 - 24,,
Marcus Allen,Regular Season,2,09/20/2020,Broncos,W 26 - 21,,
Marcus Allen,Regular Season,6,10/18/2020,Browns,W 38 - 7,,
Marcus Allen,Regular Season,1,09/14/2020,Giants,W 26 - 16,,
Marcus Allen,Regular Season,5,10/11/2020,Eagles,W 38 - 29,,
Marcus Allen,Regular Season,3,09/27/2020,Texans,W 28 - 21,,
Marcus Allen,Post Season,17,01/03/2021,Browns,L 22 - 24,,
Marcus Allen,Post Season,16,12/27/2020,Colts,W 28 - 24,,
Marcus Allen,Post Season,15,12/22/2020,Bengals,L 17 - 27,,
Marcus Allen,Post Season,14,12/14/2020,Bills,L 15 - 26,,
Marcus Allen,Post Season,13,12/07/2020,Football Team,L 17 - 23,,
Marcus Allen,Post Season,12,12/02/2020,Ravens,W 19 - 14,,
Marcus Allen,Post Season,11,11/22/2020,Jaguars,W 27 - 3,,
Marcus Allen,Post Season,10,11/15/2020,Bengals,W 36 - 10,,
Marcus Allen,Post Season,9,11/08/2020,Cowboys,W 24 - 19,,
Marcus Allen,Post Season,8,11/01/2020,Ravens,W 28 - 24,,
Marcus Allen,Post Season,7,10/25/2020,Titans,W 27 - 24,,
Marcus Allen,Post Season,2,09/20/2020,Broncos,W 26 - 21,,
Marcus Allen,Post Season,6,10/18/2020,Browns,W 38 - 7,,
Marcus Allen,Post Season,1,09/14/2020,Giants,W 26 - 16,,
Marcus Allen,Post Season,5,10/11/2020,Eagles,W 38 - 29,,
Marcus Allen,Post Season,3,09/27/2020,Texans,W 28 - 21,,
Marcus Allen,,17,01/03/2021,Browns,L 22 - 24,,
Marcus Allen,,16,12/27/2020,Colts,W 28 - 24,,
Marcus Allen,,15,12/22/2020,Bengals,L 17 - 27,,
Marcus Allen,,14,12/14/2020,Bills,L 15 - 26,,
Marcus Allen,,13,12/07/2020,Football Team,L 17 - 23,,
Marcus Allen,,12,12/02/2020,Ravens,W 19 - 14,,
Marcus Allen,,11,11/22/2020,Jaguars,W 27 - 3,,
Marcus Allen,,10,11/15/2020,Bengals,W 36 - 10,,
Marcus Allen,,9,11/08/2020,Cowboys,W 24 - 19,,
Marcus Allen,,8,11/01/2020,Ravens,W 28 - 24,,
Marcus Allen,,7,10/25/2020,Titans,W 27 - 24,,
Marcus Allen,,2,09/20/2020,Broncos,W 26 - 21,,
Marcus Allen,,6,10/18/2020,Browns,W 38 - 7,,
Marcus Allen,,1,09/14/2020,Giants,W 26 - 16,,
Marcus Allen,,5,10/11/2020,Eagles,W 38 - 29,,
Marcus Allen,,3,09/27/2020,Texans,W 28 - 21,,
Marcus Allen,,17,01/03/2021,Browns,L 22 - 24,,
Marcus Allen,,16,12/27/2020,Colts,W 28 - 24,,
Marcus Allen,,15,12/22/2020,Bengals,L 17 - 27,,
Marcus Allen,,14,12/14/2020,Bills,L 15 - 26,,
Marcus Allen,,13,12/07/2020,Football Team,L 17 - 23,,
Marcus Allen,,12,12/02/2020,Ravens,W 19 - 14,,
Marcus Allen,,11,11/22/2020,Jaguars,W 27 - 3,,
Marcus Allen,,10,11/15/2020,Bengals,W 36 - 10,,
Marcus Allen,,9,11/08/2020,Cowboys,W 24 - 19,,
Marcus Allen,,8,11/01/2020,Ravens,W 28 - 24,,
Marcus Allen,,7,10/25/2020,Titans,W 27 - 24,,
Marcus Allen,,2,09/20/2020,Broncos,W 26 - 21,,
Marcus Allen,,6,10/18/2020,Browns,W 38 - 7,,
Marcus Allen,,1,09/14/2020,Giants,W 26 - 16,,
Marcus Allen,,5,10/11/2020,Eagles,W 38 - 29,,
Marcus Allen,,3,09/27/2020,Texans,W 28 - 21,,
Marcus Allen,,17,01/03/2021,Browns,L 22 - 24,,
Marcus Allen,,16,12/27/2020,Colts,W 28 - 24,,
Marcus Allen,,15,12/22/2020,Bengals,L 17 - 27,,
Marcus Allen,,14,12/14/2020,Bills,L 15 - 26,,
Marcus Allen,,13,12/07/2020,Football Team,L 17 - 23,,
Marcus Allen,,12,12/02/2020,Ravens,W 19 - 14,,
Marcus Allen,,11,11/22/2020,Jaguars,W 27 - 3,,
Marcus Allen,,10,11/15/2020,Bengals,W 36 - 10,,
Marcus Allen,,9,11/08/2020,Cowboys,W 24 - 19,,
Marcus Allen,,8,11/01/2020,Ravens,W 28 - 24,,
Marcus Allen,,7,10/25/2020,Titans,W 27 - 24,,
Marcus Allen,,2,09/20/2020,Broncos,W 26 - 21,,
Marcus Allen,,6,10/18/2020,Browns,W 38 - 7,,
Marcus Allen,,1,09/14/2020,Giants,W 26 - 16,,
Marcus Allen,,5,10/11/2020,Eagles,W 38 - 29,,
Marcus Allen,,3,09/27/2020,Texans,W 28 - 21,,
Marcus Allen,,17,01/03/2021,Browns,L 22 - 24,1,0
Marcus Allen,,16,12/27/2020,Colts,W 28 - 24,,
Marcus Allen,,15,12/22/2020,Bengals,L 17 - 27,4,0
Marcus Allen,,14,12/14/2020,Bills,L 15 - 26,3,0
Marcus Allen,,13,12/07/2020,Football Team,L 17 - 23,0,0
Marcus Allen,,12,12/02/2020,Ravens,W 19 - 14,1,0
Marcus Allen,,11,11/22/2020,Jaguars,W 27 - 3,,
Marcus Allen,,10,11/15/2020,Bengals,W 36 - 10,1,0
Marcus Allen,,9,11/08/2020,Cowboys,W 24 - 19,1,0
Marcus Allen,,8,11/01/2020,Ravens,W 28 - 24,0,0
Marcus Allen,,7,10/25/2020,Titans,W 27 - 24,0,0
Marcus Allen,,2,09/20/2020,Broncos,W 26 - 21,,
Marcus Allen,,6,10/18/2020,Browns,W 38 - 7,,
Marcus Allen,,1,09/14/2020,Giants,W 26 - 16,,
Marcus Allen,,5,10/11/2020,Eagles,W 38 - 29,,
Marcus Allen,,3,09/27/2020,Texans,W 28 - 21,0,0
Marcus Allen,,17,01/03/2021,Browns,L 22 - 24,,
Marcus Allen,,16,12/27/2020,Colts,W 28 - 24,,
Marcus Allen,,15,12/22/2020,Bengals,L 17 - 27,,
Marcus Allen,,14,12/14/2020,Bills,L 15 - 26,,
Marcus Allen,,13,12/07/2020,Football Team,L 17 - 23,,
Marcus Allen,,12,12/02/2020,Ravens,W 19 - 14,,
Marcus Allen,,11,11/22/2020,Jaguars,W 27 - 3,,
Marcus Allen,,10,11/15/2020,Bengals,W 36 - 10,,
Marcus Allen,,9,11/08/2020,Cowboys,W 24 - 19,,
Marcus Allen,,8,11/01/2020,Ravens,W 28 - 24,,
Marcus Allen,,7,10/25/2020,Titans,W 27 - 24,,
Marcus Allen,,2,09/20/2020,Broncos,W 26 - 21,,
Marcus Allen,,6,10/18/2020,Browns,W 38 - 7,,
Marcus Allen,,1,09/14/2020,Giants,W 26 - 16,,
Marcus Allen,,5,10/11/2020,Eagles,W 38 - 29,,
Marcus Allen,,3,09/27/2020,Texans,W 28 - 21,,
Marcus Allen,,1,01/11/2021,Browns,L 37 - 48,,
Marcus Allen,,1,01/11/2021,Browns,L 37 - 48,,
Marcus Allen,,1,01/11/2021,Browns,L 37 - 48,,
Marcus Allen,,1,01/11/2021,Browns,L 37 - 48,,
Marcus Allen,,1,01/11/2021,Browns,L 37 - 48,,
Marcus Allen,,1,01/11/2021,Browns,L 37 - 48,,
Marcus Allen,,1,01/11/2021,Browns,L 37 - 48,,
Ryan Allen,Regular Season,14,12/13/2020,Raiders,W 44 - 27,30,30
Ryan Allen,Regular Season,13,12/06/2020,Texans,W 26 - 20,190,38
Ryan Allen,Regular Season,10,11/13/2020,Titans,W 34 - 17,,
Ryan Allen,Regular Season,9,11/08/2020,Titans,L 17 - 24,320,40
Azeez Al-Shaair,Regular Season,17,01/03/2021,Seahawks,L 23 - 26,2,1
Azeez Al-Shaair,Regular Season,16,12/26/2020,Cardinals,W 20 - 12,0,0
Azeez Al-Shaair,Regular Season,15,12/20/2020,Cowboys,L 33 - 41,2,0
Azeez Al-Shaair,Regular Season,14,12/13/2020,Football Team,L 15 - 23,1,0
Azeez Al-Shaair,Regular Season,13,12/08/2020,Bills,L 24 - 34,,
Azeez Al-Shaair,Regular Season,12,11/29/2020,Rams,W 23 - 20,,
Azeez Al-Shaair,Regular Season,10,11/15/2020,Saints,L 13 - 27,0,0
Azeez Al-Shaair,Regular Season,9,11/06/2020,Packers,L 17 - 34,3,0
Azeez Al-Shaair,Regular Season,8,11/01/2020,Seahawks,L 27 - 37,0,0
Azeez Al-Shaair,Regular Season,3,09/27/2020,Giants,W 36 - 9,0,0
Azeez Al-Shaair,Regular Season,7,10/25/2020,Patriots,W 33 - 6,3,0
Azeez Al-Shaair,Regular Season,2,09/20/2020,Jets,W 31 - 13,1,0
Azeez Al-Shaair,Regular Season,6,10/19/2020,Rams,W 24 - 16,,
Azeez Al-Shaair,Regular Season,1,09/13/2020,Cardinals,L 20 - 24,,
Azeez Al-Shaair,Regular Season,5,10/11/2020,Dolphins,L 17 - 43,,
Azeez Al-Shaair,Regular Season,4,10/05/2020,Eagles,L 20 - 25,1,1
Kyle Allen,Regular Season,10,11/15/2020,Lions,L 27 - 30,,
Kyle Allen,Regular Season,9,11/08/2020,Giants,L 20 - 23,62,0
Kyle Allen,Regular Season,3,09/27/2020,Browns,L 20 - 34,,
Kyle Allen,Regular Season,7,10/25/2020,Cowboys,W 25 - 3,194,0
Kyle Allen,Regular Season,2,09/20/2020,Cardinals,L 15 - 30,,
Kyle Allen,Regular Season,6,10/18/2020,Giants,L 19 - 20,280,1
Kyle Allen,Regular Season,1,09/13/2020,Eagles,W 27 - 17,,
Kyle Allen,Regular Season,5,10/11/2020,Rams,L 10 - 30,74,0
Kyle Allen,Regular Season,4,10/04/2020,Ravens,L 17 - 31,,
Auzoyah Alufohai,Regular Season,17,01/03/2021,Titans,L 38 - 41,,
Auzoyah Alufohai,Regular Season,16,12/27/2020,Bengals,L 31 - 37,,
Auzoyah Alufohai,Regular Season,15,12/20/2020,Colts,L 20 - 27,1,0
Ricardo Allen,Regular Season,17,01/03/2021,Buccaneers,L 27 - 44,1,1
Ricardo Allen,Regular Season,16,12/27/2020,Chiefs,L 14 - 17,1,0
Ricardo Allen,Regular Season,15,12/20/2020,Buccaneers,L 27 - 31,,
Ricardo Allen,Regular Season,14,12/13/2020,Chargers,L 17 - 20,,
Ricardo Allen,Regular Season,13,12/06/2020,Saints,L 16 - 21,0,0
Ricardo Allen,Regular Season,12,11/29/2020,Raiders,W 43 - 6,1,1
Ricardo Allen,Regular Season,11,11/22/2020,Saints,L 9 - 24,1,0
Ricardo Allen,Regular Season,9,11/08/2020,Broncos,W 34 - 27,0,2
Ricardo Allen,Regular Season,8,10/30/2020,Panthers,W 25 - 17,0,0
Tyson Alualu,Regular Season,17,01/03/2021,Browns,L 22 - 24,,
Ricardo Allen,Regular Season,7,10/25/2020,Lions,L 22 - 23,0,0
Ricardo Allen,Regular Season,2,09/20/2020,Cowboys,L 39 - 40,0,1
Ricardo Allen,Regular Season,6,10/18/2020,Vikings,W 40 - 23,1,0
Ricardo Allen,Regular Season,1,09/13/2020,Seahawks,L 25 - 38,,
Ricardo Allen,Regular Season,5,10/11/2020,Panthers,L 16 - 23,2,0
Ricardo Allen,Regular Season,4,10/06/2020,Packers,L 16 - 30,,
Ricardo Allen,Regular Season,3,09/27/2020,Bears,L 26 - 30,,
Tyson Alualu,Regular Season,16,12/27/2020,Colts,W 28 - 24,,
Tyson Alualu,Regular Season,15,12/22/2020,Bengals,L 17 - 27,,
Tyson Alualu,Regular Season,14,12/14/2020,Bills,L 15 - 26,,
Tyson Alualu,Regular Season,13,12/07/2020,Football Team,L 17 - 23,,
Tyson Alualu,Regular Season,12,12/02/2020,Ravens,W 19 - 14,,
Tyson Alualu,Regular Season,11,11/22/2020,Jaguars,W 27 - 3,,
Tyson Alualu,Regular Season,10,11/15/2020,Bengals,W 36 - 10,,
Tyson Alualu,Regular Season,9,11/08/2020,Cowboys,W 24 - 19,,
Tyson Alualu,Regular Season,8,11/01/2020,Ravens,W 28 - 24,,
Tyson Alualu,Regular Season,7,10/25/2020,Titans,W 27 - 24,,
Tyson Alualu,Regular Season,2,09/20/2020,Broncos,W 26 - 21,,
Tyson Alualu,Regular Season,6,10/18/2020,Browns,W 38 - 7,,
Tyson Alualu,Regular Season,1,09/14/2020,Giants,W 26 - 16,,
Tyson Alualu,Regular Season,5,10/11/2020,Eagles,W 38 - 29,,
Tyson Alualu,Regular Season,3,09/27/2020,Texans,W 28 - 21,,
Tyson Alualu,Post Season,17,01/03/2021,Browns,L 22 - 24,,
Tyson Alualu,Post Season,16,12/27/2020,Colts,W 28 - 24,,
Tyson Alualu,Post Season,15,12/22/2020,Bengals,L 17 - 27,,
Tyson Alualu,Post Season,14,12/14/2020,Bills,L 15 - 26,,
Tyson Alualu,Post Season,13,12/07/2020,Football Team,L 17 - 23,,
Tyson Alualu,Post Season,12,12/02/2020,Ravens,W 19 - 14,,
Tyson Alualu,Post Season,11,11/22/2020,Jaguars,W 27 - 3,,
Tyson Alualu,Post Season,10,11/15/2020,Bengals,W 36 - 10,,
Tyson Alualu,Post Season,9,11/08/2020,Cowboys,W 24 - 19,,
Tyson Alualu,Post Season,8,11/01/2020,Ravens,W 28 - 24,,
Tyson Alualu,Post Season,7,10/25/2020,Titans,W 27 - 24,,
Tyson Alualu,Post Season,2,09/20/2020,Broncos,W 26 - 21,,
Tyson Alualu,Post Season,6,10/18/2020,Browns,W 38 - 7,,
Tyson Alualu,Post Season,1,09/14/2020,Giants,W 26 - 16,,
Tyson Alualu,Post Season,5,10/11/2020,Eagles,W 38 - 29,,
Tyson Alualu,Post Season,3,09/27/2020,Texans,W 28 - 21,,
Tyson Alualu,,17,01/03/2021,Browns,L 22 - 24,,
Tyson Alualu,,16,12/27/2020,Colts,W 28 - 24,,
Tyson Alualu,,15,12/22/2020,Bengals,L 17 - 27,,
Tyson Alualu,,14,12/14/2020,Bills,L 15 - 26,,
Tyson Alualu,,13,12/07/2020,Football Team,L 17 - 23,,
Tyson Alualu,,12,12/02/2020,Ravens,W 19 - 14,,
Tyson Alualu,,11,11/22/2020,Jaguars,W 27 - 3,,
Tyson Alualu,,10,11/15/2020,Bengals,W 36 - 10,,
Tyson Alualu,,9,11/08/2020,Cowboys,W 24 - 19,,
Tyson Alualu,,8,11/01/2020,Ravens,W 28 - 24,,
Tyson Alualu,,7,10/25/2020,Titans,W 27 - 24,,
Tyson Alualu,,2,09/20/2020,Broncos,W 26 - 21,,
Tyson Alualu,,6,10/18/2020,Browns,W 38 - 7,,
Tyson Alualu,,1,09/14/2020,Giants,W 26 - 16,,
Tyson Alualu,,5,10/11/2020,Eagles,W 38 - 29,,
Tyson Alualu,,3,09/27/2020,Texans,W 28 - 21,,
Tyson Alualu,,17,01/03/2021,Browns,L 22 - 24,,
Tyson Alualu,,16,12/27/2020,Colts,W 28 - 24,,
Tyson Alualu,,15,12/22/2020,Bengals,L 17 - 27,,
Tyson Alualu,,14,12/14/2020,Bills,L 15 - 26,,
Tyson Alualu,,13,12/07/2020,Football Team,L 17 - 23,,
Tyson Alualu,,12,12/02/2020,Ravens,W 19 - 14,,
Tyson Alualu,,11,11/22/2020,Jaguars,W 27 - 3,,
Tyson Alualu,,10,11/15/2020,Bengals,W 36 - 10,,
Tyson Alualu,,9,11/08/2020,Cowboys,W 24 - 19,,
Tyson Alualu,,8,11/01/2020,Ravens,W 28 - 24,,
Tyson Alualu,,7,10/25/2020,Titans,W 27 - 24,,
Tyson Alualu,,2,09/20/2020,Broncos,W 26 - 21,,
Tyson Alualu,,6,10/18/2020,Browns,W 38 - 7,,
Tyson Alualu,,1,09/14/2020,Giants,W 26 - 16,,
Tyson Alualu,,5,10/11/2020,Eagles,W 38 - 29,,
Tyson Alualu,,3,09/27/2020,Texans,W 28 - 21,,
Tyson Alualu,,17,01/03/2021,Browns,L 22 - 24,,
Tyson Alualu,,16,12/27/2020,Colts,W 28 - 24,,
Tyson Alualu,,15,12/22/2020,Bengals,L 17 - 27,,
Tyson Alualu,,14,12/14/2020,Bills,L 15 - 26,,
Tyson Alualu,,13,12/07/2020,Football Team,L 17 - 23,,
Tyson Alualu,,12,12/02/2020,Ravens,W 19 - 14,,
Tyson Alualu,,11,11/22/2020,Jaguars,W 27 - 3,,
Tyson Alualu,,10,11/15/2020,Bengals,W 36 - 10,,
Tyson Alualu,,9,11/08/2020,Cowboys,W 24 - 19,,
Tyson Alualu,,8,11/01/2020,Ravens,W 28 - 24,,
Tyson Alualu,,7,10/25/2020,Titans,W 27 - 24,,
Tyson Alualu,,2,09/20/2020,Broncos,W 26 - 21,,
Tyson Alualu,,6,10/18/2020,Browns,W 38 - 7,,
Tyson Alualu,,1,09/14/2020,Giants,W 26 - 16,,
Tyson Alualu,,5,10/11/2020,Eagles,W 38 - 29,,
Tyson Alualu,,3,09/27/2020,Texans,W 28 - 21,,
Tyson Alualu,,17,01/03/2021,Browns,L 22 - 24,2,1
Tyson Alualu,,16,12/27/2020,Colts,W 28 - 24,1,0
Tyson Alualu,,15,12/22/2020,Bengals,L 17 - 27,3,0
Tyson Alualu,,14,12/14/2020,Bills,L 15 - 26,2,0
Tyson Alualu,,13,12/07/2020,Football Team,L 17 - 23,4,0
Tyson Alualu,,12,12/02/2020,Ravens,W 19 - 14,0,0
Tyson Alualu,,11,11/22/2020,Jaguars,W 27 - 3,0,1
Tyson Alualu,,10,11/15/2020,Bengals,W 36 - 10,2,0
Tyson Alualu,,9,11/08/2020,Cowboys,W 24 - 19,,
Tyson Alualu,,8,11/01/2020,Ravens,W 28 - 24,,
Tyson Alualu,,7,10/25/2020,Titans,W 27 - 24,1,0
Tyson Alualu,,2,09/20/2020,Broncos,W 26 - 21,2,1
Tyson Alualu,,6,10/18/2020,Browns,W 38 - 7,1,1
Tyson Alualu,,1,09/14/2020,Giants,W 26 - 16,1,0
Tyson Alualu,,5,10/11/2020,Eagles,W 38 - 29,2,0
Tyson Alualu,,3,09/27/2020,Texans,W 28 - 21,0,1
Tyson Alualu,,17,01/03/2021,Browns,L 22 - 24,,
Tyson Alualu,,16,12/27/2020,Colts,W 28 - 24,,
Tyson Alualu,,15,12/22/2020,Bengals,L 17 - 27,,
Tyson Alualu,,14,12/14/2020,Bills,L 15 - 26,,
Tyson Alualu,,13,12/07/2020,Football Team,L 17 - 23,,
Tyson Alualu,,12,12/02/2020,Ravens,W 19 - 14,,
Tyson Alualu,,11,11/22/2020,Jaguars,W 27 - 3,,
Tyson Alualu,,10,11/15/2020,Bengals,W 36 - 10,,
Tyson Alualu,,9,11/08/2020,Cowboys,W 24 - 19,,
Tyson Alualu,,8,11/01/2020,Ravens,W 28 - 24,,
Tyson Alualu,,7,10/25/2020,Titans,W 27 - 24,,
Tyson Alualu,,2,09/20/2020,Broncos,W 26 - 21,,
Tyson Alualu,,6,10/18/2020,Browns,W 38 - 7,,
Tyson Alualu,,1,09/14/2020,Giants,W 26 - 16,,
Tyson Alualu,,5,10/11/2020,Eagles,W 38 - 29,,
Tyson Alualu,,3,09/27/2020,Texans,W 28 - 21,,
Tyson Alualu,,1,01/11/2021,Browns,L 37 - 48,,
Tyson Alualu,,1,01/11/2021,Browns,L 37 - 48,,
Tyson Alualu,,1,01/11/2021,Browns,L 37 - 48,,
Tyson Alualu,,1,01/11/2021,Browns,L 37 - 48,,
Tyson Alualu,,1,01/11/2021,Browns,L 37 - 48,,
Tyson Alualu,,1,01/11/2021,Browns,L 37 - 48,1,0
Tyson Alualu,,1,01/11/2021,Browns,L 37 - 48,,
Ugo Amadi,Regular Season,17,01/03/2021,49ers,W 26 - 23,0,0
Ugo Amadi,Regular Season,16,12/27/2020,Rams,W 20 - 9,1,1
Ugo Amadi,Regular Season,15,12/20/2020,Football Team,W 20 - 15,0,0
Ugo Amadi,Regular Season,14,12/13/2020,Jets,W 40 - 3,1,2
Ugo Amadi,Regular Season,13,12/06/2020,Giants,L 12 - 17,1,0
Ugo Amadi,Regular Season,12,12/01/2020,Eagles,W 23 - 17,2,0
Ugo Amadi,Regular Season,11,11/20/2020,Cardinals,W 28 - 21,1,0
Ugo Amadi,Regular Season,10,11/15/2020,Rams,L 16 - 23,0,0
Ugo Amadi,Regular Season,9,11/08/2020,Bills,L 34 - 44,,
Ugo Amadi,Regular Season,8,11/01/2020,49ers,W 37 - 27,,
Ugo Amadi,Regular Season,3,09/27/2020,Cowboys,W 38 - 31,1,2
Ugo Amadi,Regular Season,7,10/26/2020,Cardinals,L 34 - 37,0,0
Ugo Amadi,Regular Season,1,09/13/2020,Falcons,W 38 - 25,0,0
Ugo Amadi,Regular Season,5,10/12/2020,Vikings,W 27 - 26,0,0
Ugo Amadi,Regular Season,4,10/04/2020,Dolphins,W 31 - 23,0,2
Ugo Amadi,Regular Season,2,09/21/2020,Patriots,W 35 - 30,0,0
Ugo Amadi,Post Season,1,01/09/2021,Rams,L 20 - 30,,
Tremayne Anchrum,Regular Season,17,01/03/2021,Cardinals,W 18 - 7,,
Tremayne Anchrum,Regular Season,16,12/27/2020,Seahawks,L 9 - 20,,
Tremayne Anchrum,Regular Season,15,12/20/2020,Jets,L 20 - 23,,
Tremayne Anchrum,Regular Season,14,12/11/2020,Patriots,W 24 - 3,,
Tremayne Anchrum,Regular Season,13,12/06/2020,Cardinals,W 38 - 28,,
Tremayne Anchrum,Regular Season,12,11/29/2020,49ers,L 20 - 23,,
