player_name,season,wk,Game_date,OPP,Result,AST,PDEF
Josh Uche,Regular Season,16,12/29/2020,Bills,L 9 - 38,1,0
Josh Uche,Regular Season,15,12/20/2020,Dolphins,L 12 - 22,1,0
Josh Uche,Regular Season,14,12/11/2020,Rams,L 3 - 24,0,0
Josh Uche,Regular Season,13,12/06/2020,Chargers,W 45 - 0,0,0
Josh Uche,Regular Season,12,11/29/2020,Cardinals,W 20 - 17,0,0
Josh Uche,Regular Season,11,11/22/2020,Texans,L 20 - 27,0,0
Josh Uche,Regular Season,10,11/16/2020,Ravens,W 23 - 17,0,0
Josh Uche,Regular Season,9,11/10/2020,Jets,W 30 - 27,,
Josh Uche,Regular Season,8,11/01/2020,Bills,L 21 - 24,0,0
Josh Uche,Regular Season,1,09/13/2020,Dolphins,W 21 - 11,,
Josh Uche,Regular Season,2,09/21/2020,Seahawks,L 30 - 35,,
Brandon Aiyuk,Regular Season,17,01/03/2021,Seahawks,L 23 - 26,,
Brandon Aiyuk,Regular Season,16,12/26/2020,Cardinals,W 20 - 12,15,1
Brandon Aiyuk,Regular Season,15,12/20/2020,Cowboys,L 33 - 41,8.1,
Brandon Aiyuk,Regular Season,14,12/13/2020,Football Team,L 15 - 23,11.9,
Brandon Aiyuk,Regular Season,13,12/08/2020,Bills,L 24 - 34,19,
Brandon Aiyuk,Regular Season,10,11/15/2020,Saints,L 13 - 27,10.7,1
Brandon Aiyuk,Regular Season,8,11/01/2020,Seahawks,L 27 - 37,11.4,
Brandon Aiyuk,Regular Season,3,09/27/2020,Giants,W 36 - 9,14,3
Brandon Aiyuk,Regular Season,7,10/25/2020,Patriots,W 33 - 6,19.2,
Brandon Aiyuk,Regular Season,2,09/20/2020,Jets,W 31 - 13,10.5,
Brandon Aiyuk,Regular Season,6,10/19/2020,Rams,W 24 - 16,6,
Brandon Aiyuk,Regular Season,1,09/13/2020,Cardinals,L 20 - 24,,
Brandon Aiyuk,Regular Season,5,10/11/2020,Dolphins,L 17 - 43,14.7,
Brandon Aiyuk,Regular Season,4,10/05/2020,Eagles,L 20 - 25,9,1
Shy Tuttle,Regular Season,17,01/03/2021,Panthers,W 33 - 7,1,0
Shy Tuttle,Regular Season,16,12/25/2020,Vikings,W 52 - 33,1,1
Shy Tuttle,Regular Season,15,12/20/2020,Chiefs,L 29 - 32,3,1
Shy Tuttle,Regular Season,14,12/13/2020,Eagles,L 21 - 24,4,0
Shy Tuttle,Regular Season,13,12/06/2020,Falcons,W 21 - 16,0,0
Shy Tuttle,Regular Season,12,11/29/2020,Broncos,W 31 - 3,0,0
Shy Tuttle,Regular Season,11,11/22/2020,Falcons,W 24 - 9,,
Shy Tuttle,Regular Season,10,11/15/2020,49ers,W 27 - 13,0,0
Shy Tuttle,Regular Season,9,11/09/2020,Buccaneers,W 38 - 3,,
Shy Tuttle,Regular Season,8,11/01/2020,Bears,W 26 - 23,1,0
Shy Tuttle,Regular Season,7,10/25/2020,Panthers,W 27 - 24,0,0
Shy Tuttle,Regular Season,2,09/22/2020,Raiders,L 24 - 34,,
Shy Tuttle,Regular Season,1,09/13/2020,Buccaneers,W 34 - 23,,
Shy Tuttle,Regular Season,5,10/13/2020,Chargers,W 30 - 27,1,0
Shy Tuttle,Regular Season,4,10/04/2020,Lions,W 35 - 29,,
Shy Tuttle,Regular Season,3,09/28/2020,Packers,L 30 - 37,,
Shy Tuttle,Post Season,2,01/17/2021,Buccaneers,L 20 - 30,1,0
Shy Tuttle,Post Season,1,01/10/2021,Bears,W 21 - 9,1,0
Jordan Miller,Regular Season,8,10/30/2020,Panthers,W 25 - 17,,
Jordan Miller,Regular Season,7,10/25/2020,Falcons,W 23 - 22,,
Jordan Miller,Regular Season,6,10/18/2020,Vikings,W 40 - 23,,
Jordan Miller,Regular Season,5,10/11/2020,Falcons,W 23 - 16,,
Jordan Miller,Regular Season,4,10/06/2020,Packers,L 16 - 30,0,0
Marcus Williams,Regular Season,17,01/03/2021,Panthers,W 33 - 7,,
Marcus Williams,Regular Season,16,12/25/2020,Vikings,W 52 - 33,,
Marcus Williams,Regular Season,15,12/20/2020,Chiefs,L 29 - 32,1,1
Marcus Williams,Regular Season,14,12/13/2020,Eagles,L 21 - 24,2,0
Marcus Williams,Regular Season,13,12/06/2020,Falcons,W 21 - 16,2,1
Marcus Williams,Regular Season,12,11/29/2020,Broncos,W 31 - 3,0,0
Marcus Williams,Regular Season,11,11/22/2020,Falcons,W 24 - 9,1,1
Marcus Williams,Regular Season,10,11/15/2020,49ers,W 27 - 13,5,1
Marcus Williams,Regular Season,9,11/09/2020,Buccaneers,W 38 - 3,0,1
Marcus Williams,Regular Season,8,11/01/2020,Bears,W 26 - 23,2,0
Marcus Williams,Regular Season,7,10/25/2020,Panthers,W 27 - 24,3,0
Marcus Williams,Regular Season,2,09/22/2020,Raiders,L 24 - 34,2,0
Marcus Williams,Regular Season,1,09/13/2020,Buccaneers,W 34 - 23,1,1
Marcus Williams,Regular Season,5,10/13/2020,Chargers,W 30 - 27,0,1
Marcus Williams,Regular Season,4,10/04/2020,Lions,W 35 - 29,0,0
Marcus Williams,Regular Season,3,09/28/2020,Packers,L 30 - 37,1,0
Marcus Williams,Post Season,2,01/17/2021,Buccaneers,L 20 - 30,1,0
Marcus Williams,Post Season,1,01/10/2021,Bears,W 21 - 9,0,0
Tye Smith,Regular Season,17,01/03/2021,Texans,W 41 - 38,,
Tye Smith,Regular Season,16,12/28/2020,Packers,L 14 - 40,,
Tye Smith,Regular Season,15,12/20/2020,Lions,W 46 - 25,1,0
Tye Smith,Regular Season,14,12/13/2020,Jaguars,W 31 - 10,1,1
Tye Smith,Regular Season,13,12/06/2020,Browns,L 35 - 41,0,0
Tye Smith,Regular Season,12,11/29/2020,Colts,W 45 - 26,,
Tye Smith,Regular Season,8,11/01/2020,Bengals,L 20 - 31,,
Tye Smith,Regular Season,7,10/25/2020,Steelers,L 24 - 27,1,0
Tye Smith,Regular Season,2,09/20/2020,Jaguars,W 33 - 30,1,0
Tye Smith,Regular Season,6,10/18/2020,Texans,W 42 - 36,0,0
Tye Smith,Regular Season,1,09/15/2020,Broncos,W 16 - 14,,
Tye Smith,Regular Season,5,10/13/2020,Bills,W 42 - 16,0,0
Tye Smith,Regular Season,3,09/27/2020,Vikings,W 31 - 30,,
Tye Smith,Post Season,1,01/10/2021,Ravens,L 13 - 20,,
Efe Obada,Regular Season,17,01/03/2021,Saints,L 7 - 33,0,0
Efe Obada,Regular Season,16,12/27/2020,Football Team,W 20 - 13,0,0
Efe Obada,Regular Season,15,12/20/2020,Packers,L 16 - 24,0,0
Efe Obada,Regular Season,14,12/13/2020,Broncos,L 27 - 32,1,0
Efe Obada,Regular Season,12,11/29/2020,Vikings,L 27 - 28,0,0
Efe Obada,Regular Season,11,11/22/2020,Lions,W 20 - 0,1,0
Efe Obada,Regular Season,10,11/15/2020,Buccaneers,L 23 - 46,1,0
Efe Obada,Regular Season,9,11/08/2020,Chiefs,L 31 - 33,1,0
Efe Obada,Regular Season,8,10/30/2020,Falcons,L 17 - 25,0,0
Efe Obada,Regular Season,3,09/27/2020,Chargers,W 21 - 16,0,0
Efe Obada,Regular Season,7,10/25/2020,Saints,L 24 - 27,0,0
Efe Obada,Regular Season,2,09/20/2020,Buccaneers,L 17 - 31,0,0
Efe Obada,Regular Season,6,10/18/2020,Bears,L 16 - 23,0,0
Efe Obada,Regular Season,5,10/11/2020,Falcons,W 23 - 16,2,0
Efe Obada,Regular Season,4,10/04/2020,Cardinals,W 31 - 21,0,0
Efe Obada,Regular Season,1,09/13/2020,Raiders,L 30 - 34,2,0
LaRoy Reynolds,Regular Season,17,01/03/2021,Buccaneers,L 27 - 44,1,0
LaRoy Reynolds,Regular Season,16,12/27/2020,Chiefs,L 14 - 17,,
LaRoy Reynolds,Regular Season,15,12/20/2020,Buccaneers,L 27 - 31,0,0
LaRoy Reynolds,Regular Season,14,12/13/2020,Chargers,L 17 - 20,1,0
LaRoy Reynolds,Regular Season,13,12/06/2020,Saints,L 16 - 21,,
LaRoy Reynolds,Regular Season,12,11/29/2020,Raiders,W 43 - 6,1,0
LaRoy Reynolds,Regular Season,11,11/22/2020,Saints,L 9 - 24,1,0
LaRoy Reynolds,Regular Season,9,11/08/2020,Broncos,W 34 - 27,,
LaRoy Reynolds,Regular Season,8,10/30/2020,Panthers,W 25 - 17,,
LaRoy Reynolds,Regular Season,7,10/25/2020,Lions,L 22 - 23,0,0
LaRoy Reynolds,Regular Season,2,09/20/2020,Cowboys,L 39 - 40,0,0
LaRoy Reynolds,Regular Season,6,10/18/2020,Vikings,W 40 - 23,0,0
LaRoy Reynolds,Regular Season,1,09/13/2020,Seahawks,L 25 - 38,0,0
LaRoy Reynolds,Regular Season,5,10/11/2020,Panthers,L 16 - 23,1,0
LaRoy Reynolds,Regular Season,4,10/06/2020,Packers,L 16 - 30,,
LaRoy Reynolds,Regular Season,3,09/27/2020,Bears,L 26 - 30,0,1
A.J. Johnson,Regular Season,17,01/03/2021,Raiders,L 31 - 32,,
A.J. Johnson,Regular Season,16,12/27/2020,Chargers,L 16 - 19,,
A.J. Johnson,Regular Season,15,12/19/2020,Bills,L 19 - 48,,
A.J. Johnson,Regular Season,14,12/13/2020,Panthers,W 32 - 27,,
A.J. Johnson,Regular Season,13,12/07/2020,Chiefs,L 16 - 22,,
A.J. Johnson,Regular Season,12,11/29/2020,Saints,L 3 - 31,,
A.J. Johnson,Regular Season,11,11/22/2020,Dolphins,W 20 - 13,,
A.J. Johnson,Regular Season,10,11/15/2020,Raiders,L 12 - 37,,
A.J. Johnson,Regular Season,9,11/08/2020,Falcons,L 27 - 34,,
A.J. Johnson,Regular Season,8,11/01/2020,Chargers,W 31 - 30,,
A.J. Johnson,Regular Season,3,09/27/2020,Buccaneers,L 10 - 28,,
A.J. Johnson,Regular Season,7,10/25/2020,Chiefs,L 16 - 43,,
A.J. Johnson,Regular Season,2,09/20/2020,Steelers,L 21 - 26,,
A.J. Johnson,Regular Season,6,10/18/2020,Patriots,W 18 - 12,,
A.J. Johnson,Regular Season,1,09/15/2020,Titans,L 14 - 16,,
A.J. Johnson,Regular Season,4,10/02/2020,Jets,W 37 - 28,,
A.J. Johnson,,17,01/03/2021,Raiders,L 31 - 32,,
A.J. Johnson,,16,12/27/2020,Chargers,L 16 - 19,,
A.J. Johnson,,15,12/19/2020,Bills,L 19 - 48,,
A.J. Johnson,,14,12/13/2020,Panthers,W 32 - 27,,
A.J. Johnson,,13,12/07/2020,Chiefs,L 16 - 22,,
A.J. Johnson,,12,11/29/2020,Saints,L 3 - 31,,
A.J. Johnson,,11,11/22/2020,Dolphins,W 20 - 13,,
A.J. Johnson,,10,11/15/2020,Raiders,L 12 - 37,,
A.J. Johnson,,9,11/08/2020,Falcons,L 27 - 34,,
A.J. Johnson,,8,11/01/2020,Chargers,W 31 - 30,,
A.J. Johnson,,3,09/27/2020,Buccaneers,L 10 - 28,,
A.J. Johnson,,7,10/25/2020,Chiefs,L 16 - 43,,
A.J. Johnson,,2,09/20/2020,Steelers,L 21 - 26,,
A.J. Johnson,,6,10/18/2020,Patriots,W 18 - 12,,
A.J. Johnson,,1,09/15/2020,Titans,L 14 - 16,,
A.J. Johnson,,4,10/02/2020,Jets,W 37 - 28,,
A.J. Johnson,,17,01/03/2021,Raiders,L 31 - 32,,
A.J. Johnson,,16,12/27/2020,Chargers,L 16 - 19,,
A.J. Johnson,,15,12/19/2020,Bills,L 19 - 48,,
A.J. Johnson,,14,12/13/2020,Panthers,W 32 - 27,,
A.J. Johnson,,13,12/07/2020,Chiefs,L 16 - 22,,
A.J. Johnson,,12,11/29/2020,Saints,L 3 - 31,,
A.J. Johnson,,11,11/22/2020,Dolphins,W 20 - 13,,
A.J. Johnson,,10,11/15/2020,Raiders,L 12 - 37,,
A.J. Johnson,,9,11/08/2020,Falcons,L 27 - 34,,
A.J. Johnson,,8,11/01/2020,Chargers,W 31 - 30,,
A.J. Johnson,,3,09/27/2020,Buccaneers,L 10 - 28,,
A.J. Johnson,,7,10/25/2020,Chiefs,L 16 - 43,,
A.J. Johnson,,2,09/20/2020,Steelers,L 21 - 26,,
A.J. Johnson,,6,10/18/2020,Patriots,W 18 - 12,,
A.J. Johnson,,1,09/15/2020,Titans,L 14 - 16,,
A.J. Johnson,,4,10/02/2020,Jets,W 37 - 28,,
A.J. Johnson,,17,01/03/2021,Raiders,L 31 - 32,,
A.J. Johnson,,16,12/27/2020,Chargers,L 16 - 19,,
A.J. Johnson,,15,12/19/2020,Bills,L 19 - 48,,
A.J. Johnson,,14,12/13/2020,Panthers,W 32 - 27,,
A.J. Johnson,,13,12/07/2020,Chiefs,L 16 - 22,,
A.J. Johnson,,12,11/29/2020,Saints,L 3 - 31,,
A.J. Johnson,,11,11/22/2020,Dolphins,W 20 - 13,,
A.J. Johnson,,10,11/15/2020,Raiders,L 12 - 37,,
A.J. Johnson,,9,11/08/2020,Falcons,L 27 - 34,,
A.J. Johnson,,8,11/01/2020,Chargers,W 31 - 30,,
A.J. Johnson,,3,09/27/2020,Buccaneers,L 10 - 28,,
A.J. Johnson,,7,10/25/2020,Chiefs,L 16 - 43,,
A.J. Johnson,,2,09/20/2020,Steelers,L 21 - 26,,
A.J. Johnson,,6,10/18/2020,Patriots,W 18 - 12,,
A.J. Johnson,,1,09/15/2020,Titans,L 14 - 16,,
A.J. Johnson,,4,10/02/2020,Jets,W 37 - 28,,
A.J. Johnson,,17,01/03/2021,Raiders,L 31 - 32,,
A.J. Johnson,,16,12/27/2020,Chargers,L 16 - 19,,
A.J. Johnson,,15,12/19/2020,Bills,L 19 - 48,,
A.J. Johnson,,14,12/13/2020,Panthers,W 32 - 27,,
A.J. Johnson,,13,12/07/2020,Chiefs,L 16 - 22,,
A.J. Johnson,,12,11/29/2020,Saints,L 3 - 31,,
A.J. Johnson,,11,11/22/2020,Dolphins,W 20 - 13,,
A.J. Johnson,,10,11/15/2020,Raiders,L 12 - 37,,
A.J. Johnson,,9,11/08/2020,Falcons,L 27 - 34,,
A.J. Johnson,,8,11/01/2020,Chargers,W 31 - 30,,
A.J. Johnson,,3,09/27/2020,Buccaneers,L 10 - 28,,
A.J. Johnson,,7,10/25/2020,Chiefs,L 16 - 43,,
A.J. Johnson,,2,09/20/2020,Steelers,L 21 - 26,,
A.J. Johnson,,6,10/18/2020,Patriots,W 18 - 12,,
A.J. Johnson,,1,09/15/2020,Titans,L 14 - 16,,
A.J. Johnson,,4,10/02/2020,Jets,W 37 - 28,,
A.J. Johnson,,17,01/03/2021,Raiders,L 31 - 32,3,1
A.J. Johnson,,16,12/27/2020,Chargers,L 16 - 19,5,0
A.J. Johnson,,15,12/19/2020,Bills,L 19 - 48,4,0
A.J. Johnson,,14,12/13/2020,Panthers,W 32 - 27,1,0
A.J. Johnson,,13,12/07/2020,Chiefs,L 16 - 22,5,0
A.J. Johnson,,12,11/29/2020,Saints,L 3 - 31,1,0
A.J. Johnson,,11,11/22/2020,Dolphins,W 20 - 13,2,0
A.J. Johnson,,10,11/15/2020,Raiders,L 12 - 37,5,0
A.J. Johnson,,9,11/08/2020,Falcons,L 27 - 34,3,0
A.J. Johnson,,8,11/01/2020,Chargers,W 31 - 30,5,1
A.J. Johnson,,3,09/27/2020,Buccaneers,L 10 - 28,1,0
A.J. Johnson,,7,10/25/2020,Chiefs,L 16 - 43,4,0
A.J. Johnson,,2,09/20/2020,Steelers,L 21 - 26,2,0
A.J. Johnson,,6,10/18/2020,Patriots,W 18 - 12,4,0
A.J. Johnson,,1,09/15/2020,Titans,L 14 - 16,4,0
A.J. Johnson,,4,10/02/2020,Jets,W 37 - 28,3,0
A.J. Johnson,,17,01/03/2021,Raiders,L 31 - 32,,
A.J. Johnson,,16,12/27/2020,Chargers,L 16 - 19,,
A.J. Johnson,,15,12/19/2020,Bills,L 19 - 48,,
A.J. Johnson,,14,12/13/2020,Panthers,W 32 - 27,,
A.J. Johnson,,13,12/07/2020,Chiefs,L 16 - 22,,
A.J. Johnson,,12,11/29/2020,Saints,L 3 - 31,,
A.J. Johnson,,11,11/22/2020,Dolphins,W 20 - 13,,
A.J. Johnson,,10,11/15/2020,Raiders,L 12 - 37,,
A.J. Johnson,,9,11/08/2020,Falcons,L 27 - 34,,
A.J. Johnson,,8,11/01/2020,Chargers,W 31 - 30,,
A.J. Johnson,,3,09/27/2020,Buccaneers,L 10 - 28,,
A.J. Johnson,,7,10/25/2020,Chiefs,L 16 - 43,,
A.J. Johnson,,2,09/20/2020,Steelers,L 21 - 26,,
A.J. Johnson,,6,10/18/2020,Patriots,W 18 - 12,,
A.J. Johnson,,1,09/15/2020,Titans,L 14 - 16,,
A.J. Johnson,,4,10/02/2020,Jets,W 37 - 28,,
Cory Littleton,Regular Season,17,01/03/2021,Broncos,W 32 - 31,3,0
Cory Littleton,Regular Season,16,12/27/2020,Dolphins,L 25 - 26,1,0
Cory Littleton,Regular Season,15,12/18/2020,Chargers,L 27 - 30,3,0
Cory Littleton,Regular Season,14,12/13/2020,Colts,L 27 - 44,2,0
Cory Littleton,Regular Season,13,12/06/2020,Jets,W 31 - 28,0,0
Cory Littleton,Regular Season,12,11/29/2020,Falcons,L 6 - 43,0,0
Cory Littleton,Regular Season,9,11/08/2020,Chargers,W 31 - 26,3,0
Cory Littleton,Regular Season,8,11/01/2020,Browns,W 16 - 6,2,0
Cory Littleton,Regular Season,3,09/27/2020,Patriots,L 20 - 36,2,0
Cory Littleton,Regular Season,7,10/25/2020,Buccaneers,L 20 - 45,3,0
Cory Littleton,Regular Season,2,09/22/2020,Saints,W 34 - 24,1,0
Cory Littleton,Regular Season,5,10/11/2020,Chiefs,W 40 - 32,2,0
Cory Littleton,Regular Season,4,10/04/2020,Bills,L 23 - 30,1,0
Cory Littleton,Regular Season,1,09/13/2020,Panthers,W 34 - 30,3,0
Scott Miller,Regular Season,17,01/03/2021,Falcons,W 44 - 27,12,
Scott Miller,Regular Season,16,12/26/2020,Lions,W 47 - 7,7,
Scott Miller,Regular Season,15,12/20/2020,Falcons,W 31 - 27,6.7,
Scott Miller,Regular Season,14,12/13/2020,Vikings,W 26 - 14,48,
Scott Miller,Regular Season,12,11/29/2020,Chiefs,L 24 - 27,,
Scott Miller,Regular Season,11,11/24/2020,Rams,L 24 - 27,,
Scott Miller,Regular Season,10,11/15/2020,Panthers,W 46 - 23,4,
Scott Miller,Regular Season,9,11/09/2020,Saints,L 3 - 38,10,
Scott Miller,Regular Season,8,11/03/2020,Giants,W 25 - 23,11.7,1
Scott Miller,Regular Season,3,09/27/2020,Broncos,W 28 - 10,27.7,
Scott Miller,Regular Season,7,10/25/2020,Raiders,W 45 - 20,18.2,
Scott Miller,Regular Season,2,09/20/2020,Panthers,W 31 - 17,5.5,1
Scott Miller,Regular Season,6,10/18/2020,Packers,W 38 - 10,6,
Scott Miller,Regular Season,1,09/13/2020,Saints,L 23 - 34,14.6,1
Scott Miller,Regular Season,5,10/09/2020,Bears,L 19 - 20,,
Scott Miller,Regular Season,4,10/04/2020,Chargers,W 38 - 31,16.6,
Scott Miller,Post Season,2,01/17/2021,Saints,W 30 - 20,29,
Scott Miller,Post Season,1,01/10/2021,Football Team,W 31 - 23,15,1
Von Miller,Regular Season,1,09/15/2020,Titans,L 14 - 16,,
Austin Johnson,Regular Season,17,01/03/2021,Cowboys,W 23 - 19,,
Austin Johnson,Regular Season,16,12/27/2020,Ravens,L 13 - 27,,
Austin Johnson,Regular Season,15,12/21/2020,Browns,L 6 - 20,,
Austin Johnson,Regular Season,14,12/13/2020,Cardinals,L 7 - 26,,
Austin Johnson,Regular Season,13,12/06/2020,Seahawks,W 17 - 12,,
Austin Johnson,Regular Season,12,11/29/2020,Bengals,W 19 - 17,,
Austin Johnson,Regular Season,10,11/15/2020,Eagles,W 27 - 17,,
Austin Johnson,Regular Season,9,11/08/2020,Football Team,W 23 - 20,,
Austin Johnson,Regular Season,8,11/03/2020,Buccaneers,L 23 - 25,,
Austin Johnson,Regular Season,3,09/27/2020,49ers,L 9 - 36,,
Austin Johnson,Regular Season,7,10/23/2020,Eagles,L 21 - 22,,
Austin Johnson,Regular Season,2,09/20/2020,Bears,L 13 - 17,,
Austin Johnson,Regular Season,6,10/18/2020,Football Team,W 20 - 19,,
Austin Johnson,Regular Season,1,09/14/2020,Steelers,L 16 - 26,,
Austin Johnson,Regular Season,5,10/11/2020,Cowboys,L 34 - 37,,
Austin Johnson,Regular Season,4,10/04/2020,Rams,L 9 - 17,,
Austin Johnson,,17,01/03/2021,Cowboys,W 23 - 19,,
Austin Johnson,,16,12/27/2020,Ravens,L 13 - 27,,
Austin Johnson,,15,12/21/2020,Browns,L 6 - 20,,
Austin Johnson,,14,12/13/2020,Cardinals,L 7 - 26,,
Austin Johnson,,13,12/06/2020,Seahawks,W 17 - 12,,
Austin Johnson,,12,11/29/2020,Bengals,W 19 - 17,,
Austin Johnson,,10,11/15/2020,Eagles,W 27 - 17,,
Austin Johnson,,9,11/08/2020,Football Team,W 23 - 20,,
Austin Johnson,,8,11/03/2020,Buccaneers,L 23 - 25,,
Austin Johnson,,3,09/27/2020,49ers,L 9 - 36,,
Austin Johnson,,7,10/23/2020,Eagles,L 21 - 22,,
Austin Johnson,,2,09/20/2020,Bears,L 13 - 17,,
Austin Johnson,,6,10/18/2020,Football Team,W 20 - 19,,
Austin Johnson,,1,09/14/2020,Steelers,L 16 - 26,,
Austin Johnson,,5,10/11/2020,Cowboys,L 34 - 37,,
Austin Johnson,,4,10/04/2020,Rams,L 9 - 17,,
Austin Johnson,,17,01/03/2021,Cowboys,W 23 - 19,,
Austin Johnson,,16,12/27/2020,Ravens,L 13 - 27,,
Austin Johnson,,15,12/21/2020,Browns,L 6 - 20,,
Austin Johnson,,14,12/13/2020,Cardinals,L 7 - 26,,
Austin Johnson,,13,12/06/2020,Seahawks,W 17 - 12,,
Austin Johnson,,12,11/29/2020,Bengals,W 19 - 17,,
Austin Johnson,,10,11/15/2020,Eagles,W 27 - 17,,
Austin Johnson,,9,11/08/2020,Football Team,W 23 - 20,,
Austin Johnson,,8,11/03/2020,Buccaneers,L 23 - 25,,
Austin Johnson,,3,09/27/2020,49ers,L 9 - 36,,
Austin Johnson,,7,10/23/2020,Eagles,L 21 - 22,,
Austin Johnson,,2,09/20/2020,Bears,L 13 - 17,,
Austin Johnson,,6,10/18/2020,Football Team,W 20 - 19,,
Austin Johnson,,1,09/14/2020,Steelers,L 16 - 26,,
Austin Johnson,,5,10/11/2020,Cowboys,L 34 - 37,,
Austin Johnson,,4,10/04/2020,Rams,L 9 - 17,,
Austin Johnson,,17,01/03/2021,Cowboys,W 23 - 19,,
Austin Johnson,,16,12/27/2020,Ravens,L 13 - 27,,
Austin Johnson,,15,12/21/2020,Browns,L 6 - 20,,
Austin Johnson,,14,12/13/2020,Cardinals,L 7 - 26,,
Austin Johnson,,13,12/06/2020,Seahawks,W 17 - 12,,
Austin Johnson,,12,11/29/2020,Bengals,W 19 - 17,,
Austin Johnson,,10,11/15/2020,Eagles,W 27 - 17,,
Austin Johnson,,9,11/08/2020,Football Team,W 23 - 20,,
Austin Johnson,,8,11/03/2020,Buccaneers,L 23 - 25,,
Austin Johnson,,3,09/27/2020,49ers,L 9 - 36,,
Austin Johnson,,7,10/23/2020,Eagles,L 21 - 22,,
Austin Johnson,,2,09/20/2020,Bears,L 13 - 17,,
Austin Johnson,,6,10/18/2020,Football Team,W 20 - 19,,
Austin Johnson,,1,09/14/2020,Steelers,L 16 - 26,,
Austin Johnson,,5,10/11/2020,Cowboys,L 34 - 37,,
Austin Johnson,,4,10/04/2020,Rams,L 9 - 17,,
Austin Johnson,,17,01/03/2021,Cowboys,W 23 - 19,,
Austin Johnson,,16,12/27/2020,Ravens,L 13 - 27,,
Austin Johnson,,15,12/21/2020,Browns,L 6 - 20,,
Austin Johnson,,14,12/13/2020,Cardinals,L 7 - 26,,
Austin Johnson,,13,12/06/2020,Seahawks,W 17 - 12,,
Austin Johnson,,12,11/29/2020,Bengals,W 19 - 17,,
Austin Johnson,,10,11/15/2020,Eagles,W 27 - 17,,
Austin Johnson,,9,11/08/2020,Football Team,W 23 - 20,,
Austin Johnson,,8,11/03/2020,Buccaneers,L 23 - 25,,
Austin Johnson,,3,09/27/2020,49ers,L 9 - 36,,
Austin Johnson,,7,10/23/2020,Eagles,L 21 - 22,,
Austin Johnson,,2,09/20/2020,Bears,L 13 - 17,,
Austin Johnson,,6,10/18/2020,Football Team,W 20 - 19,,
Austin Johnson,,1,09/14/2020,Steelers,L 16 - 26,,
Austin Johnson,,5,10/11/2020,Cowboys,L 34 - 37,,
Austin Johnson,,4,10/04/2020,Rams,L 9 - 17,,
Austin Johnson,,17,01/03/2021,Cowboys,W 23 - 19,1,0
Austin Johnson,,16,12/27/2020,Ravens,L 13 - 27,2,0
Austin Johnson,,15,12/21/2020,Browns,L 6 - 20,1,0
Austin Johnson,,14,12/13/2020,Cardinals,L 7 - 26,2,0
Austin Johnson,,13,12/06/2020,Seahawks,W 17 - 12,1,0
Austin Johnson,,12,11/29/2020,Bengals,W 19 - 17,,
Austin Johnson,,10,11/15/2020,Eagles,W 27 - 17,2,0
Austin Johnson,,9,11/08/2020,Football Team,W 23 - 20,0,0
Austin Johnson,,8,11/03/2020,Buccaneers,L 23 - 25,0,0
Austin Johnson,,3,09/27/2020,49ers,L 9 - 36,,
Austin Johnson,,7,10/23/2020,Eagles,L 21 - 22,0,1
Austin Johnson,,2,09/20/2020,Bears,L 13 - 17,0,0
Austin Johnson,,6,10/18/2020,Football Team,W 20 - 19,1,0
Austin Johnson,,1,09/14/2020,Steelers,L 16 - 26,,
Austin Johnson,,5,10/11/2020,Cowboys,L 34 - 37,,
Austin Johnson,,4,10/04/2020,Rams,L 9 - 17,0,0
Austin Johnson,,17,01/03/2021,Cowboys,W 23 - 19,,
Austin Johnson,,16,12/27/2020,Ravens,L 13 - 27,,
Austin Johnson,,15,12/21/2020,Browns,L 6 - 20,,
Austin Johnson,,14,12/13/2020,Cardinals,L 7 - 26,,
Austin Johnson,,13,12/06/2020,Seahawks,W 17 - 12,,
Austin Johnson,,12,11/29/2020,Bengals,W 19 - 17,,
Austin Johnson,,10,11/15/2020,Eagles,W 27 - 17,,
Austin Johnson,,9,11/08/2020,Football Team,W 23 - 20,,
Austin Johnson,,8,11/03/2020,Buccaneers,L 23 - 25,,
Austin Johnson,,3,09/27/2020,49ers,L 9 - 36,,
Austin Johnson,,7,10/23/2020,Eagles,L 21 - 22,,
Austin Johnson,,2,09/20/2020,Bears,L 13 - 17,,
Austin Johnson,,6,10/18/2020,Football Team,W 20 - 19,,
Austin Johnson,,1,09/14/2020,Steelers,L 16 - 26,,
Austin Johnson,,5,10/11/2020,Cowboys,L 34 - 37,,
Austin Johnson,,4,10/04/2020,Rams,L 9 - 17,,
Gabe Nabers,Regular Season,17,01/03/2021,Chiefs,W 38 - 21,,1
Gabe Nabers,Regular Season,16,12/27/2020,Broncos,W 19 - 16,,
Gabe Nabers,Regular Season,15,12/18/2020,Raiders,W 30 - 27,,0
Gabe Nabers,Regular Season,14,12/13/2020,Falcons,W 20 - 17,3,
Gabe Nabers,Regular Season,13,12/06/2020,Patriots,L 0 - 45,,
Gabe Nabers,Regular Season,12,11/29/2020,Bills,L 17 - 27,,
Gabe Nabers,Regular Season,11,11/22/2020,Jets,W 34 - 28,,
Gabe Nabers,Regular Season,10,11/15/2020,Dolphins,L 21 - 29,,1
Gabe Nabers,Regular Season,9,11/08/2020,Raiders,L 26 - 31,,1
Gabe Nabers,Regular Season,8,11/01/2020,Broncos,L 30 - 31,,1
Gabe Nabers,Regular Season,3,09/27/2020,Panthers,L 16 - 21,,
