player_name,season,wk,Game_date,OPP,Result,AST,PDEF
Mack Wilson,Regular Season,16,12/27/2020,Jets,L 16 - 23,5,0
Mack Wilson,Regular Season,15,12/21/2020,Giants,W 20 - 6,,
Mack Wilson,Regular Season,14,12/15/2020,Ravens,L 42 - 47,,
Mack Wilson,Regular Season,13,12/06/2020,Titans,W 41 - 35,2,0
Mack Wilson,Regular Season,12,11/29/2020,Jaguars,W 27 - 25,1,1
Mack Wilson,Regular Season,11,11/22/2020,Eagles,W 22 - 17,1,0
Mack Wilson,Regular Season,10,11/15/2020,Texans,W 10 - 7,0,0
Mack Wilson,Regular Season,8,11/01/2020,Raiders,L 6 - 16,2,0
Mack Wilson,Regular Season,7,10/25/2020,Bengals,W 37 - 34,1,1
Mack Wilson,Regular Season,6,10/18/2020,Steelers,L 7 - 38,2,0
Mack Wilson,Regular Season,5,10/11/2020,Colts,W 32 - 23,1,0
Mack Wilson,Regular Season,4,10/04/2020,Cowboys,W 49 - 38,0,0
Mack Wilson,Regular Season,3,09/27/2020,Football Team,W 34 - 20,,
Mack Wilson,Regular Season,2,09/18/2020,Bengals,W 35 - 30,,
Mack Wilson,Regular Season,1,09/13/2020,Ravens,L 6 - 38,,
Mack Wilson,Post Season,2,01/17/2021,Chiefs,L 17 - 22,2,0
Mack Wilson,Post Season,1,01/11/2021,Steelers,W 48 - 37,,
Russell Wilson,Regular Season,17,01/03/2021,49ers,W 26 - 23,181,0
Russell Wilson,Regular Season,16,12/27/2020,Rams,W 20 - 9,225,0
Russell Wilson,Regular Season,15,12/20/2020,Football Team,W 20 - 15,121,1
Russell Wilson,Regular Season,14,12/13/2020,Jets,W 40 - 3,206,1
Russell Wilson,Regular Season,13,12/06/2020,Giants,L 12 - 17,263,1
Russell Wilson,Regular Season,12,12/01/2020,Eagles,W 23 - 17,230,0
Russell Wilson,Regular Season,11,11/20/2020,Cardinals,W 28 - 21,197,0
Russell Wilson,Regular Season,10,11/15/2020,Rams,L 16 - 23,248,2
Russell Wilson,Regular Season,9,11/08/2020,Bills,L 34 - 44,390,2
Russell Wilson,Regular Season,8,11/01/2020,49ers,W 37 - 27,261,0
Russell Wilson,Regular Season,3,09/27/2020,Cowboys,W 38 - 31,315,0
Russell Wilson,Regular Season,7,10/26/2020,Cardinals,L 34 - 37,388,3
Russell Wilson,Regular Season,1,09/13/2020,Falcons,W 38 - 25,322,0
Russell Wilson,Regular Season,5,10/12/2020,Vikings,W 27 - 26,217,1
Russell Wilson,Regular Season,4,10/04/2020,Dolphins,W 31 - 23,360,1
Russell Wilson,Regular Season,2,09/21/2020,Patriots,W 35 - 30,288,1
Russell Wilson,Post Season,1,01/09/2021,Rams,L 20 - 30,174,1
Quincy Wilson,Regular Season,15,12/21/2020,Browns,L 6 - 20,,
Quincy Wilson,Regular Season,8,11/01/2020,Chiefs,L 9 - 35,,
Quincy Wilson,Regular Season,3,09/27/2020,Colts,L 7 - 36,,
Quincy Wilson,Regular Season,7,10/25/2020,Jets,W 18 - 10,,
Quincy Wilson,Regular Season,2,09/20/2020,Jets,W 31 - 13,0,0
Quincy Wilson,Regular Season,6,10/18/2020,Dolphins,L 0 - 24,,
Quincy Wilson,Regular Season,1,09/13/2020,Bills,L 17 - 27,,
Quincy Wilson,Regular Season,5,10/11/2020,Jets,W 30 - 10,,
Quincy Wilson,Regular Season,4,10/02/2020,Jets,W 37 - 28,,
Rob Windsor,Regular Season,12,11/29/2020,Titans,L 26 - 45,0,0
Rob Windsor,Regular Season,11,11/22/2020,Packers,W 34 - 31,0,0
James Winchester,Regular Season,17,01/03/2021,Chargers,L 21 - 38,,
James Winchester,Regular Season,16,12/27/2020,Falcons,W 17 - 14,,
James Winchester,Regular Season,15,12/20/2020,Saints,W 32 - 29,,
James Winchester,Regular Season,14,12/13/2020,Dolphins,W 33 - 27,,
James Winchester,Regular Season,13,12/07/2020,Broncos,W 22 - 16,,
James Winchester,Regular Season,12,11/29/2020,Buccaneers,W 27 - 24,,
James Winchester,Regular Season,11,11/23/2020,Raiders,W 35 - 31,,
James Winchester,Regular Season,9,11/08/2020,Panthers,W 33 - 31,,
James Winchester,Regular Season,8,11/01/2020,Jets,W 35 - 9,,
James Winchester,Regular Season,3,09/29/2020,Ravens,W 34 - 20,,
James Winchester,Regular Season,7,10/25/2020,Broncos,W 43 - 16,,
James Winchester,Regular Season,2,09/20/2020,Chargers,W 23 - 20,,
James Winchester,Regular Season,6,10/19/2020,Bills,W 26 - 17,,
James Winchester,Regular Season,1,09/11/2020,Texans,W 34 - 20,,
James Winchester,Regular Season,5,10/11/2020,Raiders,L 32 - 40,,
James Winchester,Regular Season,4,10/05/2020,Patriots,W 26 - 10,,
James Winchester,Post Season,2,01/17/2021,Browns,W 22 - 17,,
Luke Willson,Regular Season,14,12/15/2020,Browns,W 47 - 42,,
Luke Willson,Regular Season,13,12/09/2020,Ravens,L 17 - 34,12,
Luke Willson,Regular Season,12,12/02/2020,Steelers,L 14 - 19,,
Luke Willson,Regular Season,11,11/22/2020,Ravens,W 30 - 24,,
Luke Willson,Regular Season,8,11/01/2020,49ers,W 37 - 27,,
Luke Willson,Regular Season,3,09/27/2020,Cowboys,W 38 - 31,,
Luke Willson,Regular Season,7,10/26/2020,Cardinals,L 34 - 37,,
Luke Willson,Regular Season,1,09/13/2020,Falcons,W 38 - 25,,
Luke Willson,Regular Season,5,10/12/2020,Vikings,W 27 - 26,,
Luke Willson,Regular Season,4,10/04/2020,Dolphins,W 31 - 23,,
Luke Willson,Regular Season,2,09/21/2020,Patriots,W 35 - 30,,
Luke Willson,Post Season,1,01/09/2021,Rams,L 20 - 30,,
Antoine Winfield Jr.,Regular Season,17,01/03/2021,Falcons,W 44 - 27,2,1
Antoine Winfield Jr.,Regular Season,16,12/26/2020,Lions,W 47 - 7,0,0
Antoine Winfield Jr.,Regular Season,15,12/20/2020,Falcons,W 31 - 27,1,1
Antoine Winfield Jr.,Regular Season,14,12/13/2020,Vikings,W 26 - 14,2,0
Antoine Winfield Jr.,Regular Season,12,11/29/2020,Chiefs,L 24 - 27,2,0
Antoine Winfield Jr.,Regular Season,11,11/24/2020,Rams,L 24 - 27,5,0
Antoine Winfield Jr.,Regular Season,10,11/15/2020,Panthers,W 46 - 23,1,0
Antoine Winfield Jr.,Regular Season,9,11/09/2020,Saints,L 3 - 38,4,0
Antoine Winfield Jr.,Regular Season,8,11/03/2020,Giants,W 25 - 23,1,0
Antoine Winfield Jr.,Regular Season,3,09/27/2020,Broncos,W 28 - 10,2,1
Antoine Winfield Jr.,Regular Season,7,10/25/2020,Raiders,W 45 - 20,1,1
Antoine Winfield Jr.,Regular Season,2,09/20/2020,Panthers,W 31 - 17,3,0
Antoine Winfield Jr.,Regular Season,6,10/18/2020,Packers,W 38 - 10,2,0
Antoine Winfield Jr.,Regular Season,1,09/13/2020,Saints,L 23 - 34,3,1
Antoine Winfield Jr.,Regular Season,5,10/09/2020,Bears,L 19 - 20,1,1
Antoine Winfield Jr.,Regular Season,4,10/04/2020,Chargers,W 38 - 31,0,0
Antoine Winfield Jr.,Post Season,2,01/17/2021,Saints,W 30 - 20,1,0
Antoine Winfield Jr.,Post Season,1,01/10/2021,Football Team,W 31 - 23,0,0
Juwann Winfree,Regular Season,14,12/13/2020,Lions,W 31 - 24,,
Juwann Winfree,Regular Season,10,11/15/2020,Jaguars,W 24 - 20,,
Tavon Wilson,Regular Season,17,01/03/2021,Jaguars,W 28 - 14,0,0
Tavon Wilson,Regular Season,16,12/27/2020,Steelers,L 24 - 28,0,0
Tavon Wilson,Regular Season,15,12/20/2020,Texans,W 27 - 20,0,0
Tavon Wilson,Regular Season,14,12/13/2020,Raiders,W 44 - 27,2,0
Tavon Wilson,Regular Season,13,12/06/2020,Texans,W 26 - 20,1,0
Tavon Wilson,Regular Season,12,11/29/2020,Titans,L 26 - 45,0,0
Tavon Wilson,Regular Season,11,11/22/2020,Packers,W 34 - 31,0,0
Tavon Wilson,Regular Season,10,11/13/2020,Titans,W 34 - 17,0,0
Tavon Wilson,Regular Season,9,11/08/2020,Ravens,L 10 - 24,,
Tavon Wilson,Regular Season,8,11/01/2020,Lions,W 41 - 21,0,0
Tavon Wilson,Regular Season,3,09/27/2020,Jets,W 36 - 7,0,1
Tavon Wilson,Regular Season,6,10/18/2020,Bengals,W 31 - 27,0,0
Tavon Wilson,Regular Season,5,10/11/2020,Browns,L 23 - 32,0,0
Tavon Wilson,Regular Season,4,10/04/2020,Bears,W 19 - 11,,
Tavon Wilson,Regular Season,2,09/20/2020,Vikings,W 28 - 11,,
Tavon Wilson,Regular Season,1,09/13/2020,Jaguars,L 20 - 27,,
Tavon Wilson,Post Season,1,01/09/2021,Bills,L 24 - 27,0,0
Javon Wims,Regular Season,17,01/03/2021,Packers,L 16 - 35,,
Javon Wims,Regular Season,16,12/27/2020,Jaguars,W 41 - 17,,
Javon Wims,Regular Season,15,12/20/2020,Vikings,W 33 - 27,,
Javon Wims,Regular Season,14,12/13/2020,Texans,W 36 - 7,,1
Javon Wims,Regular Season,13,12/06/2020,Lions,L 30 - 34,13,
Javon Wims,Regular Season,12,11/30/2020,Packers,L 25 - 41,,
Javon Wims,Regular Season,8,11/01/2020,Saints,L 23 - 26,9,
Javon Wims,Regular Season,7,10/27/2020,Rams,L 10 - 24,8,
Javon Wims,Regular Season,2,09/20/2020,Giants,W 17 - 13,8.5,
Javon Wims,Regular Season,6,10/18/2020,Panthers,W 23 - 16,,
Javon Wims,Regular Season,5,10/09/2020,Buccaneers,W 20 - 19,,
Javon Wims,Regular Season,4,10/04/2020,Colts,L 11 - 19,,
Javon Wims,Regular Season,3,09/27/2020,Falcons,W 30 - 26,,
Javon Wims,Regular Season,1,09/13/2020,Lions,W 27 - 23,1,
Javon Wims,Post Season,1,01/10/2021,Saints,L 9 - 21,28,
Andrew Wingard,Regular Season,17,01/03/2021,Colts,L 14 - 28,1,1
Andrew Wingard,Regular Season,16,12/27/2020,Bears,L 17 - 41,2,0
Andrew Wingard,Regular Season,15,12/20/2020,Ravens,L 14 - 40,0,0
Andrew Wingard,Regular Season,14,12/13/2020,Titans,L 10 - 31,1,0
Andrew Wingard,Regular Season,13,12/06/2020,Vikings,L 24 - 27,,
Andrew Wingard,Regular Season,12,11/29/2020,Browns,L 25 - 27,2,1
Andrew Wingard,Regular Season,11,11/22/2020,Steelers,L 3 - 27,1,1
Andrew Wingard,Regular Season,10,11/15/2020,Packers,L 20 - 24,,
Andrew Wingard,Regular Season,3,09/25/2020,Dolphins,L 13 - 31,0,0
Andrew Wingard,Regular Season,2,09/20/2020,Titans,L 30 - 33,2,0
Andrew Wingard,Regular Season,5,10/11/2020,Texans,L 14 - 30,1,0
Andrew Wingard,Regular Season,4,10/04/2020,Bengals,L 25 - 33,5,1
Andrew Wingard,Regular Season,1,09/13/2020,Colts,W 27 - 20,0,1
Billy Winn,Regular Season,13,12/06/2020,Eagles,W 30 - 16,,
Billy Winn,Regular Season,12,11/30/2020,Bears,W 41 - 25,2,0
Billy Winn,Regular Season,11,11/22/2020,Colts,L 31 - 34,0,1
Billy Winn,Regular Season,10,11/15/2020,Jaguars,W 24 - 20,,
Billy Winn,Regular Season,9,11/06/2020,49ers,W 34 - 17,,
Billy Winn,Regular Season,8,11/01/2020,Vikings,L 22 - 28,,
Billy Winn,Regular Season,7,10/25/2020,Texans,W 35 - 20,1,0
Billy Winn,Regular Season,4,10/06/2020,Falcons,W 30 - 16,1,0
Billy Winn,Regular Season,3,09/28/2020,Saints,W 37 - 30,0,1
Chase Winovich,Regular Season,17,01/03/2021,Jets,W 28 - 14,1,1
Chase Winovich,Regular Season,16,12/29/2020,Bills,L 9 - 38,0,0
Chase Winovich,Regular Season,15,12/20/2020,Dolphins,L 12 - 22,0,0
Chase Winovich,Regular Season,14,12/11/2020,Rams,L 3 - 24,0,0
Chase Winovich,Regular Season,13,12/06/2020,Chargers,W 45 - 0,3,1
Chase Winovich,Regular Season,12,11/29/2020,Cardinals,W 20 - 17,0,0
Chase Winovich,Regular Season,11,11/22/2020,Texans,L 20 - 27,2,0
Chase Winovich,Regular Season,10,11/16/2020,Ravens,W 23 - 17,1,0
Chase Winovich,Regular Season,9,11/10/2020,Jets,W 30 - 27,3,0
Chase Winovich,Regular Season,8,11/01/2020,Bills,L 21 - 24,0,0
Chase Winovich,Regular Season,3,09/27/2020,Raiders,W 36 - 20,0,0
Chase Winovich,Regular Season,7,10/25/2020,49ers,L 6 - 33,,
Chase Winovich,Regular Season,6,10/18/2020,Broncos,L 12 - 18,0,0
Chase Winovich,Regular Season,1,09/13/2020,Dolphins,W 21 - 11,1,0
Chase Winovich,Regular Season,4,10/05/2020,Chiefs,L 10 - 26,2,0
Chase Winovich,Regular Season,2,09/21/2020,Seahawks,L 30 - 35,2,0
Jameis Winston,Regular Season,17,01/03/2021,Panthers,W 33 - 7,,
Jameis Winston,Regular Season,16,12/25/2020,Vikings,W 52 - 33,,
Jameis Winston,Regular Season,14,12/13/2020,Eagles,L 21 - 24,,
Jameis Winston,Regular Season,13,12/06/2020,Falcons,W 21 - 16,,
Jameis Winston,Regular Season,12,11/29/2020,Broncos,W 31 - 3,,
Jameis Winston,Regular Season,11,11/22/2020,Falcons,W 24 - 9,,
Jameis Winston,Regular Season,10,11/15/2020,49ers,W 27 - 13,63,0
Jameis Winston,Regular Season,9,11/09/2020,Buccaneers,W 38 - 3,12,0
Jameis Winston,Regular Season,8,11/01/2020,Bears,W 26 - 23,,
Jameis Winston,Regular Season,7,10/25/2020,Panthers,W 27 - 24,,
Jameis Winston,Regular Season,2,09/22/2020,Raiders,L 24 - 34,,
Jameis Winston,Regular Season,1,09/13/2020,Buccaneers,W 34 - 23,,
Jameis Winston,Regular Season,5,10/13/2020,Chargers,W 30 - 27,,
Jameis Winston,Regular Season,4,10/04/2020,Lions,W 35 - 29,,
Deatrich Wise,Regular Season,17,01/03/2021,Jets,W 28 - 14,0,0
Jameis Winston,Regular Season,3,09/28/2020,Packers,L 30 - 37,,
Jameis Winston,Post Season,2,01/17/2021,Buccaneers,L 20 - 30,56,0
Jameis Winston,Post Season,1,01/10/2021,Bears,W 21 - 9,,
Deatrich Wise,Regular Season,16,12/29/2020,Bills,L 9 - 38,0,0
Deatrich Wise,Regular Season,15,12/20/2020,Dolphins,L 12 - 22,1,0
Deatrich Wise,Regular Season,14,12/11/2020,Rams,L 3 - 24,4,0
Deatrich Wise,Regular Season,13,12/06/2020,Chargers,W 45 - 0,0,0
Deatrich Wise,Regular Season,12,11/29/2020,Cardinals,W 20 - 17,1,0
Deatrich Wise,Regular Season,11,11/22/2020,Texans,L 20 - 27,0,0
Deatrich Wise,Regular Season,10,11/16/2020,Ravens,W 23 - 17,2,0
Deatrich Wise,Regular Season,9,11/10/2020,Jets,W 30 - 27,2,0
Deatrich Wise,Regular Season,8,11/01/2020,Bills,L 21 - 24,3,0
Deatrich Wise,Regular Season,3,09/27/2020,Raiders,W 36 - 20,2,0
Deatrich Wise,Regular Season,7,10/25/2020,49ers,L 6 - 33,,
Deatrich Wise,Regular Season,6,10/18/2020,Broncos,L 12 - 18,4,0
Deatrich Wise,Regular Season,1,09/13/2020,Dolphins,W 21 - 11,1,0
Deatrich Wise,Regular Season,4,10/05/2020,Chiefs,L 10 - 26,1,0
Deatrich Wise,Regular Season,2,09/21/2020,Seahawks,L 30 - 35,1,0
Tristan Wirfs,Regular Season,17,01/03/2021,Falcons,W 44 - 27,,
Tristan Wirfs,Regular Season,16,12/26/2020,Lions,W 47 - 7,,
Tristan Wirfs,Regular Season,15,12/20/2020,Falcons,W 31 - 27,,
Tristan Wirfs,Regular Season,14,12/13/2020,Vikings,W 26 - 14,,
Tristan Wirfs,Regular Season,12,11/29/2020,Chiefs,L 24 - 27,,
Tristan Wirfs,Regular Season,11,11/24/2020,Rams,L 24 - 27,,
Tristan Wirfs,Regular Season,10,11/15/2020,Panthers,W 46 - 23,,
Tristan Wirfs,Regular Season,9,11/09/2020,Saints,L 3 - 38,,
Tristan Wirfs,Regular Season,8,11/03/2020,Giants,W 25 - 23,,
Tristan Wirfs,Regular Season,3,09/27/2020,Broncos,W 28 - 10,,
Tristan Wirfs,Regular Season,7,10/25/2020,Raiders,W 45 - 20,,
Tristan Wirfs,Regular Season,2,09/20/2020,Panthers,W 31 - 17,,
Tristan Wirfs,Regular Season,6,10/18/2020,Packers,W 38 - 10,,
Tristan Wirfs,Regular Season,1,09/13/2020,Saints,L 23 - 34,,
Tristan Wirfs,Regular Season,5,10/09/2020,Bears,L 19 - 20,,
Tristan Wirfs,Regular Season,4,10/04/2020,Chargers,W 38 - 31,,
Tristan Wirfs,Post Season,2,01/17/2021,Saints,W 30 - 20,,
Tristan Wirfs,Post Season,1,01/10/2021,Football Team,W 31 - 23,,
Mitch Wishnowsky,Regular Season,17,01/03/2021,Seahawks,L 23 - 26,213,42.6
Mitch Wishnowsky,Regular Season,16,12/26/2020,Cardinals,W 20 - 12,195,39
Mitch Wishnowsky,Regular Season,15,12/20/2020,Cowboys,L 33 - 41,160,40
Mitch Wishnowsky,Regular Season,14,12/13/2020,Football Team,L 15 - 23,375,41.7
Mitch Wishnowsky,Regular Season,13,12/08/2020,Bills,L 24 - 34,68,34
Mitch Wishnowsky,Regular Season,12,11/29/2020,Rams,W 23 - 20,308,44
Mitch Wishnowsky,Regular Season,10,11/15/2020,Saints,L 13 - 27,221,44.2
Mitch Wishnowsky,Regular Season,9,11/06/2020,Packers,L 17 - 34,179,44.8
Mitch Wishnowsky,Regular Season,8,11/01/2020,Seahawks,L 27 - 37,178,44.5
Mitch Wishnowsky,Regular Season,3,09/27/2020,Giants,W 36 - 9,,
Mitch Wishnowsky,Regular Season,7,10/25/2020,Patriots,W 33 - 6,45,45
Mitch Wishnowsky,Regular Season,2,09/20/2020,Jets,W 31 - 13,179,44.8
Mitch Wishnowsky,Regular Season,6,10/19/2020,Rams,W 24 - 16,206,41.2
Mitch Wishnowsky,Regular Season,1,09/13/2020,Cardinals,L 20 - 24,170,34
Mitch Wishnowsky,Regular Season,5,10/11/2020,Dolphins,L 17 - 43,124,41.3
Mitch Wishnowsky,Regular Season,4,10/05/2020,Eagles,L 20 - 25,169,42.3
Stefen Wisniewski,Regular Season,17,01/03/2021,Chargers,L 21 - 38,,
Stefen Wisniewski,Regular Season,16,12/27/2020,Falcons,W 17 - 14,,
Stefen Wisniewski,Regular Season,15,12/20/2020,Saints,W 32 - 29,,
Stefen Wisniewski,Regular Season,14,12/13/2020,Dolphins,W 33 - 27,,
Stefen Wisniewski,Regular Season,13,12/07/2020,Broncos,W 22 - 16,,
Stefen Wisniewski,Regular Season,1,09/14/2020,Giants,W 26 - 16,,
Stefen Wisniewski,Post Season,2,01/17/2021,Browns,W 22 - 17,,
Brian Winters,Regular Season,17,01/03/2021,Dolphins,W 56 - 26,,
Brian Winters,Regular Season,16,12/29/2020,Patriots,W 38 - 9,,
Brian Winters,Regular Season,15,12/19/2020,Broncos,W 48 - 19,,
Brian Winters,Regular Season,14,12/14/2020,Steelers,W 26 - 15,,
Brian Winters,Regular Season,13,12/08/2020,49ers,W 34 - 24,,
Brian Winters,Regular Season,12,11/29/2020,Chargers,W 27 - 17,,
Brian Winters,Regular Season,10,11/15/2020,Cardinals,L 30 - 32,,
Brian Winters,Regular Season,9,11/08/2020,Seahawks,W 44 - 34,,
Brian Winters,Regular Season,8,11/01/2020,Patriots,W 24 - 21,,
Brian Winters,Regular Season,3,09/27/2020,Rams,W 35 - 32,,
Brian Winters,Regular Season,7,10/25/2020,Jets,W 18 - 10,,
Brian Winters,Regular Season,2,09/20/2020,Dolphins,W 31 - 28,,
Brian Winters,Regular Season,6,10/19/2020,Chiefs,L 17 - 26,,
Brian Winters,Regular Season,1,09/13/2020,Jets,W 27 - 17,,
Brian Winters,Regular Season,5,10/13/2020,Titans,L 16 - 42,,
Brian Winters,Regular Season,4,10/04/2020,Raiders,W 30 - 23,,
Brian Winters,Post Season,2,01/17/2021,Ravens,W 17 - 3,,
Brian Winters,Post Season,1,01/09/2021,Colts,W 27 - 24,,
Ahkello Witherspoon,Regular Season,17,01/03/2021,Seahawks,L 23 - 26,0,1
Ahkello Witherspoon,Regular Season,16,12/26/2020,Cardinals,W 20 - 12,0,1
Ahkello Witherspoon,Regular Season,15,12/20/2020,Cowboys,L 33 - 41,0,2
Ahkello Witherspoon,Regular Season,14,12/13/2020,Football Team,L 15 - 23,0,0
Ahkello Witherspoon,Regular Season,13,12/08/2020,Bills,L 24 - 34,,
Ahkello Witherspoon,Regular Season,12,11/29/2020,Rams,W 23 - 20,,
Ahkello Witherspoon,Regular Season,10,11/15/2020,Saints,L 13 - 27,,
Ahkello Witherspoon,Regular Season,9,11/06/2020,Packers,L 17 - 34,,
Ahkello Witherspoon,Regular Season,8,11/01/2020,Seahawks,L 27 - 37,,
Ahkello Witherspoon,Regular Season,3,09/27/2020,Giants,W 36 - 9,,
Ahkello Witherspoon,Regular Season,7,10/25/2020,Patriots,W 33 - 6,0,0
Ahkello Witherspoon,Regular Season,2,09/20/2020,Jets,W 31 - 13,2,0
Ahkello Witherspoon,Regular Season,6,10/19/2020,Rams,W 24 - 16,,
Ahkello Witherspoon,Regular Season,1,09/13/2020,Cardinals,L 20 - 24,0,0
Ahkello Witherspoon,Regular Season,5,10/11/2020,Dolphins,L 17 - 43,1,0
Ahkello Witherspoon,Regular Season,4,10/05/2020,Eagles,L 20 - 25,,
Charlie Woerner,Regular Season,17,01/03/2021,Seahawks,L 23 - 26,3,
Charlie Woerner,Regular Season,14,12/13/2020,Football Team,L 15 - 23,,
Charlie Woerner,Regular Season,13,12/08/2020,Bills,L 24 - 34,16.5,
Charlie Woerner,Regular Season,12,11/29/2020,Rams,W 23 - 20,,
Charlie Woerner,Regular Season,10,11/15/2020,Saints,L 13 - 27,,
Charlie Woerner,Regular Season,9,11/06/2020,Packers,L 17 - 34,,
Charlie Woerner,Regular Season,8,11/01/2020,Seahawks,L 27 - 37,,
Charlie Woerner,Regular Season,3,09/27/2020,Giants,W 36 - 9,,
Charlie Woerner,Regular Season,7,10/25/2020,Patriots,W 33 - 6,,
Charlie Woerner,Regular Season,2,09/20/2020,Jets,W 31 - 13,,
Charlie Woerner,Regular Season,6,10/19/2020,Rams,W 24 - 16,,
Charlie Woerner,Regular Season,1,09/13/2020,Cardinals,L 20 - 24,,
Charlie Woerner,Regular Season,5,10/11/2020,Dolphins,L 17 - 43,,
Charlie Woerner,Regular Season,4,10/05/2020,Eagles,L 20 - 25,,
Bryan Witzmann,Regular Season,11,11/23/2020,Raiders,W 35 - 31,,
Bryan Witzmann,Regular Season,9,11/08/2020,Panthers,W 33 - 31,,
Jason Witten,Regular Season,17,01/03/2021,Broncos,W 32 - 31,,
Jason Witten,Regular Season,16,12/27/2020,Dolphins,L 25 - 26,6,
Jason Witten,Regular Season,15,12/18/2020,Chargers,L 27 - 30,,
Jason Witten,Regular Season,14,12/13/2020,Colts,L 27 - 44,,
Jason Witten,Regular Season,13,12/06/2020,Jets,W 31 - 28,,
Jason Witten,Regular Season,12,11/29/2020,Falcons,L 6 - 43,,
Jason Witten,Regular Season,11,11/23/2020,Chiefs,L 31 - 35,1,
Jason Witten,Regular Season,10,11/15/2020,Broncos,W 37 - 12,,
Jason Witten,Regular Season,9,11/08/2020,Chargers,W 31 - 26,0,
Jason Witten,Regular Season,8,11/01/2020,Browns,W 16 - 6,10.5,
Jason Witten,Regular Season,3,09/27/2020,Patriots,L 20 - 36,,
Jason Witten,Regular Season,7,10/25/2020,Buccaneers,L 20 - 45,6,
Jason Witten,Regular Season,2,09/22/2020,Saints,W 34 - 24,3,
Jason Witten,Regular Season,5,10/11/2020,Chiefs,W 40 - 32,3,
Jason Witten,Regular Season,4,10/04/2020,Bills,L 23 - 30,9,
Jason Witten,Regular Season,1,09/13/2020,Panthers,W 34 - 30,2,
John Wolford,Regular Season,17,01/03/2021,Cardinals,W 18 - 7,231,1
John Wolford,Regular Season,16,12/27/2020,Seahawks,L 9 - 20,,
John Wolford,Regular Season,15,12/20/2020,Jets,L 20 - 23,,
John Wolford,Regular Season,14,12/11/2020,Patriots,W 24 - 3,,
John Wolford,Regular Season,13,12/06/2020,Cardinals,W 38 - 28,,
John Wolford,Regular Season,12,11/29/2020,49ers,L 20 - 23,,
John Wolford,Regular Season,11,11/24/2020,Buccaneers,W 27 - 24,,
John Wolford,Regular Season,10,11/15/2020,Seahawks,W 23 - 16,,
John Wolford,Regular Season,8,11/01/2020,Dolphins,L 17 - 28,,
John Wolford,Regular Season,3,09/27/2020,Bills,L 32 - 35,,
John Wolford,Regular Season,7,10/27/2020,Bears,W 24 - 10,,
John Wolford,Regular Season,6,10/19/2020,49ers,L 16 - 24,,
John Wolford,Regular Season,1,09/14/2020,Cowboys,W 20 - 17,,
John Wolford,Regular Season,5,10/11/2020,Football Team,W 30 - 10,,
John Wolford,Regular Season,4,10/04/2020,Giants,W 17 - 9,,
John Wolford,Regular Season,2,09/20/2020,Eagles,W 37 - 19,,
John Wolford,Post Season,2,01/16/2021,Packers,L 18 - 32,,
John Wolford,Post Season,1,01/09/2021,Seahawks,W 30 - 20,29,0
Derek Wolfe,Regular Season,17,01/03/2021,Bengals,W 38 - 3,2,1
Derek Wolfe,Regular Season,16,12/27/2020,Giants,W 27 - 13,2,1
Derek Wolfe,Regular Season,15,12/20/2020,Jaguars,W 40 - 14,0,0
Derek Wolfe,Regular Season,14,12/15/2020,Browns,W 47 - 42,1,0
Derek Wolfe,Regular Season,13,12/09/2020,Cowboys,W 34 - 17,7,0
Derek Wolfe,Regular Season,12,12/02/2020,Steelers,L 14 - 19,3,0
Derek Wolfe,Regular Season,11,11/22/2020,Titans,L 24 - 30,4,0
Derek Wolfe,Regular Season,10,11/16/2020,Patriots,L 17 - 23,4,0
Derek Wolfe,Regular Season,9,11/08/2020,Colts,W 24 - 10,0,0
Derek Wolfe,Regular Season,8,11/01/2020,Steelers,L 24 - 28,,
Derek Wolfe,Regular Season,3,09/29/2020,Chiefs,L 20 - 34,5,0
Derek Wolfe,Regular Season,2,09/20/2020,Texans,W 33 - 16,2,0
Derek Wolfe,Regular Season,6,10/18/2020,Eagles,W 30 - 28,,
Derek Wolfe,Regular Season,5,10/11/2020,Bengals,W 27 - 3,0,0
Derek Wolfe,Regular Season,4,10/04/2020,Football Team,W 31 - 17,,
Derek Wolfe,Regular Season,1,09/13/2020,Browns,W 38 - 6,2,0
Derek Wolfe,Post Season,2,01/17/2021,Bills,L 3 - 17,0,0
Derek Wolfe,Post Season,1,01/10/2021,Titans,W 20 - 13,2,0
D.J. Wonnum,Regular Season,17,01/03/2021,Lions,W 37 - 35,1,0
D.J. Wonnum,Regular Season,16,12/25/2020,Saints,L 33 - 52,1,0
D.J. Wonnum,Regular Season,15,12/20/2020,Bears,L 27 - 33,3,0
D.J. Wonnum,Regular Season,14,12/13/2020,Buccaneers,L 14 - 26,1,0
D.J. Wonnum,Regular Season,13,12/06/2020,Jaguars,W 27 - 24,,
D.J. Wonnum,Regular Season,12,11/29/2020,Panthers,W 28 - 27,1,1
D.J. Wonnum,Regular Season,11,11/22/2020,Cowboys,L 28 - 31,0,0
D.J. Wonnum,Regular Season,10,11/17/2020,Bears,W 19 - 13,0,0
D.J. Wonnum,Regular Season,9,11/08/2020,Lions,W 34 - 20,0,0
D.J. Wonnum,Regular Season,8,11/01/2020,Packers,W 28 - 22,0,0
D.J. Wonnum,Regular Season,6,10/18/2020,Falcons,L 23 - 40,0,0
D.J. Wonnum,Regular Season,5,10/12/2020,Seahawks,L 26 - 27,,
D.J. Wonnum,Regular Season,4,10/04/2020,Texans,W 31 - 23,0,0
