player_name,season,wk,Game_date,OPP,Result,AST,PDEF,page_url
J.J. Watt,Regular Season,17,01/03/2021,Titans,L 38 - 41,1,0,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,16,12/27/2020,Bengals,L 31 - 37,2,0,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,15,12/20/2020,Colts,L 20 - 27,0,0,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,14,12/13/2020,Bears,L 7 - 36,0,0,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,13,12/06/2020,Colts,L 20 - 26,1,0,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,12,11/26/2020,Lions,W 41 - 25,2,1,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,11,11/22/2020,Patriots,W 27 - 20,0,3,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,10,11/15/2020,Browns,L 7 - 10,2,0,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,9,11/08/2020,Jaguars,W 27 - 25,0,0,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,7,10/25/2020,Packers,L 20 - 35,1,0,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,2,09/20/2020,Ravens,L 16 - 33,0,1,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,6,10/18/2020,Titans,L 36 - 42,0,1,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,1,09/11/2020,Chiefs,L 20 - 34,1,0,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,5,10/11/2020,Jaguars,W 30 - 14,2,1,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,4,10/04/2020,Vikings,L 23 - 31,1,0,https://www.nfl.com/players/j-j-watt/stats/logs/
J.J. Watt,Regular Season,3,09/27/2020,Steelers,L 21 - 28,3,0,https://www.nfl.com/players/j-j-watt/stats/logs/
Armani Watts,Regular Season,17,01/03/2021,Chargers,L 21 - 38,2,0,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,16,12/27/2020,Falcons,W 17 - 14,,,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,15,12/20/2020,Saints,W 32 - 29,,,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,14,12/13/2020,Dolphins,W 33 - 27,0,0,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,13,12/07/2020,Broncos,W 22 - 16,0,0,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,12,11/29/2020,Buccaneers,W 27 - 24,,,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,11,11/23/2020,Raiders,W 35 - 31,,,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,9,11/08/2020,Panthers,W 33 - 31,0,1,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,8,11/01/2020,Jets,W 35 - 9,0,0,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,3,09/29/2020,Ravens,W 34 - 20,,,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,7,10/25/2020,Broncos,W 43 - 16,0,0,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,2,09/20/2020,Chargers,W 23 - 20,,,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,6,10/19/2020,Bills,W 26 - 17,,,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,1,09/11/2020,Texans,W 34 - 20,,,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,5,10/11/2020,Raiders,L 32 - 40,,,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Regular Season,4,10/05/2020,Patriots,W 26 - 10,,,https://www.nfl.com/players/armani-watts/stats/logs/
Armani Watts,Post Season,2,01/17/2021,Browns,W 22 - 17,,,https://www.nfl.com/players/armani-watts/stats/logs/
Tress Way,Regular Season,17,01/04/2021,Eagles,W 20 - 14,243,40.5,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,16,12/27/2020,Panthers,L 13 - 20,134,44.7,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,15,12/20/2020,Seahawks,L 15 - 20,163,40.8,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,14,12/13/2020,49ers,W 23 - 15,383,47.9,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,13,12/07/2020,Steelers,W 23 - 17,294,42,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,12,11/26/2020,Cowboys,W 41 - 16,108,54,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,11,11/22/2020,Bengals,W 20 - 9,233,46.6,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,10,11/15/2020,Lions,L 27 - 30,71,35.5,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,9,11/08/2020,Giants,L 20 - 23,104,52,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,3,09/27/2020,Browns,L 20 - 34,136,45.3,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,7,10/25/2020,Cowboys,W 25 - 3,76,38,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,2,09/20/2020,Cardinals,L 15 - 30,259,43.2,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,6,10/18/2020,Giants,L 19 - 20,55,55,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,1,09/13/2020,Eagles,W 27 - 17,315,45,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,5,10/11/2020,Rams,L 10 - 30,460,46,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Regular Season,4,10/04/2020,Ravens,L 17 - 31,201,40.2,https://www.nfl.com/players/tress-way/stats/logs/
Tress Way,Post Season,1,01/10/2021,Buccaneers,L 23 - 31,183,36.6,https://www.nfl.com/players/tress-way/stats/logs/
Stephen Weatherly,Regular Season,9,11/08/2020,Chiefs,L 31 - 33,1,0,https://www.nfl.com/players/stephen-weatherly/stats/logs/
Stephen Weatherly,Regular Season,8,10/30/2020,Falcons,L 17 - 25,2,0,https://www.nfl.com/players/stephen-weatherly/stats/logs/
Stephen Weatherly,Regular Season,3,09/27/2020,Chargers,W 21 - 16,1,0,https://www.nfl.com/players/stephen-weatherly/stats/logs/
Stephen Weatherly,Regular Season,7,10/25/2020,Saints,L 24 - 27,1,0,https://www.nfl.com/players/stephen-weatherly/stats/logs/
Stephen Weatherly,Regular Season,2,09/20/2020,Buccaneers,L 17 - 31,0,0,https://www.nfl.com/players/stephen-weatherly/stats/logs/
Stephen Weatherly,Regular Season,6,10/18/2020,Bears,L 16 - 23,1,0,https://www.nfl.com/players/stephen-weatherly/stats/logs/
Stephen Weatherly,Regular Season,5,10/11/2020,Falcons,W 23 - 16,1,0,https://www.nfl.com/players/stephen-weatherly/stats/logs/
Stephen Weatherly,Regular Season,4,10/04/2020,Cardinals,W 31 - 21,,,https://www.nfl.com/players/stephen-weatherly/stats/logs/
Stephen Weatherly,Regular Season,1,09/13/2020,Raiders,L 30 - 34,3,0,https://www.nfl.com/players/stephen-weatherly/stats/logs/
Dru Samia,Regular Season,17,01/03/2021,Lions,W 37 - 35,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,16,12/25/2020,Saints,L 33 - 52,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,15,12/20/2020,Bears,L 27 - 33,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,14,12/13/2020,Buccaneers,L 14 - 26,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,13,12/06/2020,Jaguars,W 27 - 24,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,12,11/29/2020,Panthers,W 28 - 27,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,9,11/08/2020,Lions,W 34 - 20,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,8,11/01/2020,Packers,W 28 - 22,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,6,10/18/2020,Falcons,L 23 - 40,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,5,10/12/2020,Seahawks,L 26 - 27,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,4,10/04/2020,Texans,W 31 - 23,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,3,09/27/2020,Titans,L 30 - 31,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,2,09/20/2020,Colts,L 11 - 28,,,https://www.nfl.com/players/dru-samia/stats/logs/
Dru Samia,Regular Season,1,09/13/2020,Packers,L 34 - 43,,,https://www.nfl.com/players/dru-samia/stats/logs/
Ty Sambrailo,Regular Season,11,11/22/2020,Ravens,W 30 - 24,,,https://www.nfl.com/players/ty-sambrailo/stats/logs/
Ty Sambrailo,Regular Season,10,11/13/2020,Colts,L 17 - 34,,,https://www.nfl.com/players/ty-sambrailo/stats/logs/
Ty Sambrailo,Regular Season,9,11/08/2020,Bears,W 24 - 17,,,https://www.nfl.com/players/ty-sambrailo/stats/logs/
Ty Sambrailo,Regular Season,8,11/01/2020,Bengals,L 20 - 31,,,https://www.nfl.com/players/ty-sambrailo/stats/logs/
Ty Sambrailo,Regular Season,7,10/25/2020,Steelers,L 24 - 27,,,https://www.nfl.com/players/ty-sambrailo/stats/logs/
Ty Sambrailo,Regular Season,2,09/20/2020,Jaguars,W 33 - 30,,,https://www.nfl.com/players/ty-sambrailo/stats/logs/
Ty Sambrailo,Regular Season,6,10/18/2020,Texans,W 42 - 36,,,https://www.nfl.com/players/ty-sambrailo/stats/logs/
Ty Sambrailo,Regular Season,1,09/15/2020,Broncos,W 16 - 14,,,https://www.nfl.com/players/ty-sambrailo/stats/logs/
Ty Sambrailo,Regular Season,5,10/13/2020,Bills,W 42 - 16,,,https://www.nfl.com/players/ty-sambrailo/stats/logs/
Ty Sambrailo,Regular Season,3,09/27/2020,Vikings,W 31 - 30,,,https://www.nfl.com/players/ty-sambrailo/stats/logs/
Drew Sample,Regular Season,17,01/03/2021,Ravens,L 3 - 38,7.5,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,16,12/27/2020,Texans,W 37 - 31,8,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,15,12/22/2020,Steelers,W 27 - 17,4,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,14,12/13/2020,Cowboys,L 7 - 30,7,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,13,12/06/2020,Dolphins,L 7 - 19,7,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,12,11/29/2020,Giants,L 17 - 19,10,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,11,11/22/2020,Football Team,L 9 - 20,14.5,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,10,11/15/2020,Steelers,L 10 - 36,9,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,8,11/01/2020,Titans,W 31 - 20,,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,7,10/25/2020,Browns,L 34 - 37,10.4,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,2,09/18/2020,Browns,L 30 - 35,6.4,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,6,10/18/2020,Colts,L 27 - 31,,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,1,09/13/2020,Chargers,L 13 - 16,7,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,5,10/11/2020,Ravens,L 3 - 27,11,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,4,10/04/2020,Jaguars,W 33 - 25,15.7,,https://www.nfl.com/players/drew-sample/stats/logs/
Drew Sample,Regular Season,3,09/27/2020,Eagles,T 23 - 23,1,,https://www.nfl.com/players/drew-sample/stats/logs/
Deebo Samuel,Regular Season,17,01/03/2021,Seahawks,L 23 - 26,,,https://www.nfl.com/players/deebo-samuel/stats/logs/
Deebo Samuel,Regular Season,16,12/26/2020,Cardinals,W 20 - 12,,,https://www.nfl.com/players/deebo-samuel/stats/logs/
Deebo Samuel,Regular Season,15,12/20/2020,Cowboys,L 33 - 41,,,https://www.nfl.com/players/deebo-samuel/stats/logs/
Deebo Samuel,Regular Season,14,12/13/2020,Football Team,L 15 - 23,,1,https://www.nfl.com/players/deebo-samuel/stats/logs/
Deebo Samuel,Regular Season,13,12/08/2020,Bills,L 24 - 34,12.2,1,https://www.nfl.com/players/deebo-samuel/stats/logs/
Deebo Samuel,Regular Season,12,11/29/2020,Rams,W 23 - 20,12.1,,https://www.nfl.com/players/deebo-samuel/stats/logs/
Deebo Samuel,Regular Season,10,11/15/2020,Saints,L 13 - 27,,,https://www.nfl.com/players/deebo-samuel/stats/logs/
Deebo Samuel,Regular Season,8,11/01/2020,Seahawks,L 27 - 37,,,https://www.nfl.com/players/deebo-samuel/stats/logs/
Deebo Samuel,Regular Season,7,10/25/2020,Patriots,W 33 - 6,13,3,https://www.nfl.com/players/deebo-samuel/stats/logs/
Deebo Samuel,Regular Season,6,10/19/2020,Rams,W 24 - 16,11,1,https://www.nfl.com/players/deebo-samuel/stats/logs/
Deebo Samuel,Regular Season,5,10/11/2020,Dolphins,L 17 - 43,9.5,1,https://www.nfl.com/players/deebo-samuel/stats/logs/
Deebo Samuel,Regular Season,4,10/05/2020,Eagles,L 20 - 25,11.7,1,https://www.nfl.com/players/deebo-samuel/stats/logs/
Curtis Samuel,Regular Season,17,01/03/2021,Saints,L 7 - 33,16.9,3,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,16,12/27/2020,Football Team,W 20 - 13,21.2,7,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,15,12/20/2020,Packers,L 16 - 24,10.5,2,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,14,12/13/2020,Broncos,L 27 - 32,9.7,2,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,12,11/29/2020,Vikings,L 27 - 28,14.4,1,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,11,11/22/2020,Lions,W 20 - 0,8.8,1,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,10,11/15/2020,Buccaneers,L 23 - 46,2.7,3,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,9,11/08/2020,Chiefs,L 31 - 33,11.7,3,https://www.nfl.com/players/curtis-samuel/stats/logs/
Stanford Samuels III,Regular Season,10,11/15/2020,Jaguars,W 24 - 20,0,0,https://www.nfl.com/players/stanford-samuels-iii/stats/logs/
Curtis Samuel,Regular Season,8,10/30/2020,Falcons,L 17 - 25,7.8,3,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,3,09/27/2020,Chargers,W 21 - 16,11.3,4,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,7,10/25/2020,Saints,L 24 - 27,8,1,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,2,09/20/2020,Buccaneers,L 17 - 31,6.5,4,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,6,10/18/2020,Bears,L 16 - 23,,,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,5,10/11/2020,Falcons,W 23 - 16,7.2,4,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,4,10/04/2020,Cardinals,W 31 - 21,17,2,https://www.nfl.com/players/curtis-samuel/stats/logs/
Curtis Samuel,Regular Season,1,09/13/2020,Raiders,L 30 - 34,7.6,1,https://www.nfl.com/players/curtis-samuel/stats/logs/
Stanford Samuels III,Regular Season,9,11/06/2020,49ers,W 34 - 17,0,0,https://www.nfl.com/players/stanford-samuels-iii/stats/logs/
Jaylen Samuels,Regular Season,17,01/03/2021,Browns,L 22 - 24,,,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,16,12/27/2020,Colts,W 28 - 24,,,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,15,12/22/2020,Bengals,L 17 - 27,4,1,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,14,12/14/2020,Bills,L 15 - 26,3.8,3,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,13,12/07/2020,Football Team,L 17 - 23,1,3,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,12,12/02/2020,Ravens,W 19 - 14,,,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,11,11/22/2020,Jaguars,W 27 - 3,,,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,10,11/15/2020,Bengals,W 36 - 10,,,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,9,11/08/2020,Cowboys,W 24 - 19,,,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,8,11/01/2020,Ravens,W 28 - 24,,0,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,7,10/25/2020,Titans,W 27 - 24,5,,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,2,09/20/2020,Broncos,W 26 - 21,,1,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,6,10/18/2020,Browns,W 38 - 7,,,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,1,09/14/2020,Giants,W 26 - 16,2,1,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,5,10/11/2020,Eagles,W 38 - 29,,,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Regular Season,3,09/27/2020,Texans,W 28 - 21,1,,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Jaylen Samuels,Post Season,1,01/11/2021,Browns,L 37 - 48,,,https://www.nfl.com/players/jaylen-samuels/stats/logs/
Miles Sanders,Regular Season,17,01/04/2021,Football Team,L 14 - 20,,,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,16,12/27/2020,Cowboys,L 17 - 37,3.8,4,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,15,12/20/2020,Cardinals,L 26 - 33,3.8,1,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,14,12/13/2020,Saints,W 24 - 21,8.2,4,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,13,12/06/2020,Packers,L 16 - 30,3.1,0,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,12,12/01/2020,Seahawks,L 17 - 23,2.5,2,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,11,11/22/2020,Browns,L 17 - 22,4.1,3,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,10,11/15/2020,Giants,L 17 - 27,5.7,2,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,8,11/02/2020,Cowboys,W 23 - 9,,,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,7,10/23/2020,Giants,W 22 - 21,,,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,6,10/18/2020,Ravens,L 28 - 30,13.1,1,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,1,09/13/2020,Football Team,L 17 - 27,,,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,5,10/11/2020,Steelers,L 29 - 38,7.3,2,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,4,10/05/2020,49ers,W 25 - 20,3.5,2,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,3,09/27/2020,Bengals,T 23 - 23,5.3,4,https://www.nfl.com/players/miles-sanders/stats/logs/
Miles Sanders,Regular Season,2,09/20/2020,Rams,L 19 - 37,4.8,3,https://www.nfl.com/players/miles-sanders/stats/logs/
Rigoberto Sanchez,Regular Season,17,01/03/2021,Jaguars,W 28 - 14,137,34.3,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,16,12/27/2020,Steelers,L 24 - 28,191,38.2,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,15,12/20/2020,Texans,W 27 - 20,91,45.5,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,14,12/13/2020,Raiders,W 44 - 27,,,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,13,12/06/2020,Texans,W 26 - 20,,,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,12,11/29/2020,Titans,L 26 - 45,202,40.4,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,11,11/22/2020,Packers,W 34 - 31,71,35.5,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,10,11/13/2020,Titans,W 34 - 17,44,44,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,9,11/08/2020,Ravens,L 10 - 24,151,37.8,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,8,11/01/2020,Lions,W 41 - 21,182,36.4,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,3,09/27/2020,Jets,W 36 - 7,175,43.8,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,6,10/18/2020,Bengals,W 31 - 27,125,41.7,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,5,10/11/2020,Browns,L 23 - 32,49,49,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,4,10/04/2020,Bears,W 19 - 11,214,42.8,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,2,09/20/2020,Vikings,W 28 - 11,87,43.5,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Regular Season,1,09/13/2020,Jaguars,L 20 - 27,,,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Rigoberto Sanchez,Post Season,1,01/09/2021,Bills,L 24 - 27,73,36.5,https://www.nfl.com/players/rigoberto-sanchez/stats/logs/
Jason Sanders,Regular Season,17,01/03/2021,Bills,L 26 - 56,2,2,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,16,12/27/2020,Raiders,W 26 - 25,4,2,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,15,12/20/2020,Patriots,W 22 - 12,1,2,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,14,12/13/2020,Chiefs,L 27 - 33,3,3,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,13,12/06/2020,Bengals,W 19 - 7,4,1,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,12,11/29/2020,Jets,W 20 - 3,2,2,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,11,11/22/2020,Broncos,L 13 - 20,2,1,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,10,11/15/2020,Chargers,W 29 - 21,4,2,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,9,11/08/2020,Cardinals,W 34 - 31,2,4,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,8,11/01/2020,Rams,W 28 - 17,0,4,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,3,09/25/2020,Jaguars,W 31 - 13,1,4,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,2,09/20/2020,Bills,L 28 - 31,2,2,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,6,10/18/2020,Jets,W 24 - 0,1,3,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,1,09/13/2020,Patriots,L 11 - 21,1,0,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,5,10/11/2020,49ers,W 43 - 17,5,4,https://www.nfl.com/players/jason-sanders/stats/logs/
Jason Sanders,Regular Season,4,10/04/2020,Seahawks,L 23 - 31,5,0,https://www.nfl.com/players/jason-sanders/stats/logs/
Emmanuel Sanders,Regular Season,17,01/03/2021,Panthers,W 33 - 7,7,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Regular Season,16,12/25/2020,Vikings,W 52 - 33,20.8,1,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Regular Season,15,12/20/2020,Chiefs,L 29 - 32,19,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Regular Season,14,12/13/2020,Eagles,L 21 - 24,16,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Regular Season,13,12/06/2020,Falcons,W 21 - 16,7.8,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Regular Season,12,11/29/2020,Broncos,W 31 - 3,4,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Regular Season,11,11/22/2020,Falcons,W 24 - 9,16.5,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Regular Season,10,11/15/2020,49ers,W 27 - 13,5,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Regular Season,9,11/09/2020,Buccaneers,W 38 - 3,9.5,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Regular Season,2,09/22/2020,Raiders,L 24 - 34,18,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Regular Season,1,09/13/2020,Buccaneers,W 34 - 23,5,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Regular Season,5,10/13/2020,Chargers,W 30 - 27,10.2,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
Emmanuel Sanders,Regular Season,4,10/04/2020,Lions,W 35 - 29,15.5,,https://www.nfl.com/players/emmanuel-sanders/stats/logs/
